uid,total_loan_amount
65306,6.153413856
65305,5.885770109
65301,11.00236077
65294,36.68484307
65290,32.07542498
65281,13.22877835
65274,16.22766582
65270,11.84435931
65267,5.584137011
65263,5.292153929
65259,12.06263963
65246,22.51077836
65243,10.01517075
65239,6.316422771
65238,4.723016822
65237,5.97467729
65235,3.862594545
65234,5.292153929
65233,4.544373396
65232,25.82984475
65220,5.722768363
65215,5.292153929
65209,7.72518909
65208,4.292650699
65198,53.3698832
65197,5.292153929
65196,5.292153929
65195,22.14544574
65188,6.584074882
65186,56.54711743
65180,11.44553673
65175,11.87618222
65162,8.585301398
65156,8.155245244
65154,61.96660112
65143,5.657311097
65142,4.723016822
65134,5.722768363
65123,6.153413856
65122,4.292650699
65121,9.949685892
65111,10.55895408
65110,29.70199685
65106,5.722768363
65100,9.519216342
65087,15.67245425
65079,4.723016822
65075,6.405333138
65074,5.722768363
65073,4.292650699
65072,10.04543552
65070,10.01517075
65069,5.292153929
65067,11.58778364
65053,5.885770109
65050,31.81622108
65049,11.29356036
65047,11.01492229
65046,5.501180385
65042,10.04543552
65035,8.155245244
65034,4.292650699
65028,11.81071805
65022,20.92180852
65020,20.17308503
65012,4.974842946
65007,53.04171015
64999,10.69761131
64998,12.1584047
64996,5.153538105
64975,13.73868434
64963,4.292650699
64959,4.8616016
64950,5.781982259
64947,10.65471849
64944,6.153413856
64943,15.73784596
64920,15.35510187
64917,5.931812567
64914,5.722768363
64912,4.974842946
64899,8.698480689
64898,30.75342034
64895,6.722718659
64892,3.862594545
64875,4.544373396
64872,6.292054527
64866,6.405333138
64864,8.728790776
64854,12.8779521
64851,6.316422771
64849,29.0104191
64845,4.974842946
64844,3.862594545
64831,9.519216342
64830,53.53458303
64828,5.722768363
64824,5.584137011
64820,5.722768363
64819,17.24454335
64818,16.20754474
64817,5.722768363
64816,24.39662279
64811,16.56221319
64809,5.722768363
64806,8.585611367
64793,4.723016822
64785,10.58430786
64779,5.292153929
64772,5.722768363
64761,5.97467729
64749,5.836040761
64748,4.544373396
64745,6.153413856
64735,12.08522642
64734,16.24161896
64728,9.584804628
64724,9.771922488
64722,5.405415974
64715,33.00554631
64712,5.722768363
64709,9.697859768
64702,5.722768363
64699,5.722768363
64697,34.07720191
64695,5.722768363
64693,18.17038495
64692,9.836444546
64673,4.154158974
64665,14.73843588
64659,9.446188804
64656,5.279603817
64641,8.877098261
64635,25.96868436
64634,6.121545176
64632,5.722768363
64631,3.862594545
64622,5.836040761
64620,10.1284328
64615,11.94935458
64614,3.975670565
64611,5.931812567
64606,4.8616016
64596,12.8779521
64593,12.38823633
64592,22.28215088
64590,114.4553673
64579,14.81156335
64565,6.292054527
64560,3.862594545
64559,6.087953139
64551,21.4632535
64536,5.405415974
64535,42.92650699
64534,5.722768363
64529,14.9900137
64528,11.67209015
64527,7.72518909
64523,4.292650699
64520,10.04543552
64518,10.01517075
64516,10.55895408
64510,12.81066628
64498,8.837024095
64489,4.723016822
64471,27.75949506
64469,7.72518909
64468,5.153538105
64464,30.04592081
64463,9.088746792
64462,3.975670565
64461,5.657311097
64456,19.6883436
64453,4.292650699
64446,10.38025892
64444,4.974842946
64442,10.6975699
64440,32.81194229
64434,5.584137011
64432,13.56045431
64430,5.657311097
64429,11.58778364
64427,25.93668422
64412,4.723016822
64409,5.405415974
64407,9.836527325
64405,5.836040761
64403,6.405333138
64393,7.72518909
64387,12.13101908
64386,4.292650699
64382,6.405333138
64371,45.36349432
64370,8.016753519
64364,10.26699688
64355,6.153413856
64354,6.014774739
64352,4.723016822
64350,8.406967941
64347,5.292153929
64341,4.723016822
64340,5.153538105
64335,9.584804628
64332,71.53774287
64331,17.17137789
64312,5.722768363
64307,10.6975699
64306,6.405333138
64301,5.501180385
64298,5.781982259
64294,5.931812567
64287,5.501180385
64283,18.03133504
64282,5.292153929
64278,4.723016822
64259,5.657311097
64256,5.153538105
64250,5.292153929
64241,11.44553673
64240,5.657311097
64238,3.862594545
64229,14.4469024
64222,5.836040761
64215,4.071302059
64210,11.44553673
64208,5.153538105
64206,6.425705932
64204,4.544373396
64200,12.69738767
64178,16.49073337
64172,11.94935458
64165,9.446188804
64163,5.014930043
64162,43.29045157
64161,17.18063534
64154,6.153413856
64152,6.584074882
64145,5.781982259
64139,4.974842946
64134,5.405415974
64131,4.974842946
64130,5.885770109
64129,25.69155959
64124,5.722768363
64119,8.155245244
64112,16.51610268
64109,20.39550728
64108,41.23676071
64106,12.9291016
64100,9.697859768
64093,11.53240271
64092,4.292650699
64089,5.836040761
64084,8.724196145
64079,11.67208152
64070,6.83599934
64067,5.781982259
64066,6.087953139
64064,4.974842946
64063,4.292650699
64059,3.975670565
64046,3.862594545
64045,8.585301398
64044,11.69744565
64038,8.950272316
64036,5.153538105
64033,13.42196264
64025,3.862594545
64019,44.3007677
64003,14.16905047
64001,11.44553673
64000,8.877175796
63998,4.723016822
63997,11.44553673
63985,10.01541906
63984,4.292650699
63983,31.66213668
63972,28.61886371
63971,5.722768363
63967,6.643293014
63966,5.501180385
63964,4.292650699
63959,24.46573573
63953,6.087953139
63948,5.501180385
63947,6.483098934
63940,11.55880912
63938,12.01783979
63934,5.722768363
63932,5.722768363
63929,4.071302059
63927,5.292153929
63915,12.24309035
63904,5.501180385
63893,6.153413856
63885,18.60093728
63884,9.584618422
63882,26.01956839
63880,5.292153929
63877,7.72518909
63873,4.974842946
63867,13.44721297
63865,22.28392709
63864,9.747792039
63862,11.44556779
63855,5.153538105
63848,5.153538105
63836,14.73843588
63832,7.72518909
63831,5.153538105
63828,10.69761131
63824,28.86111027
63823,13.43847334
63819,5.405415974
63816,7.83826511
63811,5.722768363
63805,36.91230218
63798,6.153413856
63786,15.01247332
63776,4.723016822
63770,19.71303052
63768,5.501180385
63765,9.267390218
63757,5.45514134
63754,9.87678771
63752,4.723016822
63746,6.83599934
63739,4.292650699
63738,6.014774739
63735,4.836247821
63731,6.153413856
63728,6.014774739
63715,5.722768363
63713,27.18338269
63705,61.40373532
63702,4.723016822
63695,31.61430775
63691,11.65458093
63686,13.9905622
63684,40.34657095
63683,5.405415974
63681,3.862594545
63679,11.01492229
63673,6.384269633
63672,6.405333138
63664,15.35978631
63646,5.836040761
63640,8.364129827
63636,6.087953139
63634,21.16861572
63628,5.885770109
63623,9.446188804
63617,5.722768363
63604,26.89138408
63601,6.014774739
63600,8.446809673
63596,18.60047215
63591,16.56760973
63578,31.73056034
63577,4.292650699
63573,9.793609392
63570,5.722768363
63567,5.584137011
63560,12.51076528
63558,26.75275273
63556,6.073990753
63553,6.501109382
63546,13.30831822
63545,9.446033644
63539,14.59957175
63530,5.492241446
63525,5.405415974
63522,4.974842946
63521,19.3073034
63520,5.722768363
63517,5.292153929
63514,6.153413856
63508,4.292650699
63506,4.292650699
63499,27.25737787
63498,12.30682771
63492,4.974842946
63483,21.96170484
63482,32.92131476
63475,8.363952758
63470,18.24349527
63467,5.292153929
63466,17.60127889
63460,5.781982259
63456,5.405415974
63455,10.98955299
63452,10.58430786
63444,8.155245244
63436,4.974842946
63435,18.281505
63430,3.862594545
63427,75.37964473
63413,9.267493645
63411,5.501180385
63383,5.781982259
63379,18.33094525
63378,10.01541906
63372,12.26673182
63370,5.292153929
63360,5.292153929
63359,5.492241446
63357,5.722768363
63351,10.01541906
63343,40.74612443
63341,14.92452884
63333,6.121545176
63331,4.292650699
63328,10.30715383
63327,5.292153929
63325,5.722768363
63324,11.87934806
63317,11.18747352
63313,5.836040761
63308,5.97467729
63307,5.198462624
63303,17.94519864
63300,11.77154022
63298,25.41050198
63294,13.90774661
63287,15.42058673
63286,5.722768363
63285,4.8616016
63283,5.292153929
63280,5.292153929
63271,6.153413856
63266,3.862594545
63263,10.93691491
63262,6.83599934
63254,20.28241594
63249,5.226703564
63247,4.40582999
63243,17.00594876
63220,10.59904765
63214,4.974842946
63211,9.405974996
63210,11.44553673
63197,5.292153929
63185,6.153413856
63184,11.75665955
63183,7.72518909
63165,11.44556779
63163,6.153413856
63161,4.974842946
63160,25.35197456
63158,4.292650699
63130,8.155245244
63122,12.30684325
63121,21.4632535
63115,6.153413856
63113,3.862594545
63110,6.05244065
63108,3.862594545
63107,4.974842946
63106,4.544373396
63104,10.73779156
63102,18.46170117
63099,43.20833252
63098,4.974842946
63096,5.153538105
63094,16.99268274
63091,12.30682771
63090,26.43845814
63087,4.292650699
63078,13.13008819
63076,5.292153929
63073,11.42020883
63072,5.292153929
63071,5.509992544
63066,6.153413856
63061,14.58994683
63054,5.722768363
63053,4.723016822
63049,18.46170117
63048,4.974842946
63041,5.722768363
63039,19.2826644
63035,5.292153929
63033,5.405415974
63025,5.836040761
63024,21.06033119
63023,5.292153929
63017,6.212630577
63015,8.585301398
63010,57.19364823
63009,5.226703564
63006,4.292650699
63000,3.975670565
62987,6.153413856
62984,4.657587153
62981,20.28616105
62970,12.30682771
62969,6.121545176
62967,10.6975699
62960,5.584137011
62959,9.956553814
62957,18.76331393
62956,116.3555733
62954,42.89857053
62952,4.931990053
62946,6.445431881
62944,28.70178718
62942,9.015667521
62935,37.97670148
62932,5.226703564
62919,10.73767512
62917,4.974842946
62916,16.1684604
62912,6.722718659
62905,11.01492229
62903,3.975670565
62900,10.01517075
62897,6.266691431
62886,35.70559009
62877,4.622092928
62853,3.862594545
62852,8.155245244
62850,4.974842946
62844,5.292153929
62843,5.97467729
62836,4.723016822
62833,3.975670565
62827,31.61430775
62826,47.35223134
62822,5.351362178
62821,16.97193329
62819,11.87934806
62818,28.75838643
62812,4.292650699
62811,4.292650699
62808,5.657311097
62807,4.723016822
62805,6.518612438
62797,13.28014265
62796,5.876137563
62795,6.153413856
62782,5.722768363
62781,23.10013097
62772,4.292650699
62765,4.351813812
62754,4.723016822
62752,28.10729161
62744,17.16830509
62742,6.153413856
62740,10.58430786
62736,4.657587153
62734,58.20284681
62730,17.60174402
62726,5.153538105
62717,19.9648256
62709,10.44569203
62708,5.153538105
62707,10.26699688
62706,22.32398574
62697,5.97467729
62681,37.49812568
62662,9.584618422
62661,9.697859768
62659,4.8616016
62655,20.68565383
62638,6.153413856
62636,9.267493645
62635,8.837024095
62633,10.55897996
62622,29.4751328
62621,10.01517075
62607,6.464550799
62606,3.862594545
62602,8.698687387
62600,5.07059257
62595,5.384355326
62589,5.292153929
62583,11.58778364
62581,11.60853847
62574,9.87678771
62573,30.48743187
62569,13.73868434
62566,6.212630577
62562,4.071302059
62559,5.722768363
62549,6.153413856
62546,14.73818757
62545,6.014774739
62541,3.975670565
62534,20.71299932
62532,17.03211107
62531,11.44556779
62526,11.12818434
62520,5.722768363
62511,5.657311097
62508,5.153538105
62502,5.584137011
62501,5.292153929
62495,22.55993784
62491,5.722768363
62480,5.034043668
62476,12.26956249
62472,6.316422771
62471,5.722768363
62469,11.44553673
62461,5.722768363
62460,4.974842946
62457,6.212630577
62455,43.78852698
62451,4.292650699
62449,6.153413856
62442,4.974842946
62434,4.723016822
62423,9.584804628
62414,5.292153929
62408,7.72518909
62399,13.51760142
62394,5.292153929
62393,4.723016822
62392,5.836040761
62387,6.316422771
62386,6.33987127
62385,23.43654411
62382,18.89206729
62379,5.722768363
62375,10.58430786
62373,5.153538105
62372,23.51014021
62368,13.73868434
62365,10.94946503
62361,13.44739917
62353,4.723016822
62352,11.30695196
62351,6.240248782
62347,5.722768363
62341,12.42526115
62329,11.44553673
62326,16.99745736
62322,10.51996064
62320,6.405333138
62317,48.94642878
62312,5.995049416
62311,4.974842946
62308,5.405415974
62303,15.2243481
62288,11.87618222
62285,4.974842946
62278,10.26699688
62277,4.544373396
62275,5.292153929
62272,13.12998476
62270,10.58430786
62269,5.781982259
62260,15.87646179
62258,30.81571618
62250,14.42087659
62246,4.974842946
62245,5.153538105
62237,5.153538105
62235,5.292153929
62232,6.183727411
62229,11.01492229
62223,5.940625351
62221,5.501180385
62217,5.781982259
62215,6.584074882
62212,6.266691431
62208,19.53433881
62207,6.501109382
62203,10.58430786
62201,4.974842946
62196,59.68019144
62194,57.79264845
62190,5.885770109
62182,4.292650699
62180,4.723016822
62167,5.722768363
62164,5.292153929
62158,11.1282568
62154,9.584618422
62142,11.44553673
62135,5.722768363
62129,5.722768363
62123,12.1281015
62118,5.657311097
62117,4.40582999
62116,4.292650699
62115,9.136657275
62112,17.10565533
62109,5.722768363
62108,6.405333138
62107,11.72280564
62099,22.72712973
62097,6.405333138
62094,5.722768363
62079,10.22414398
62075,4.40582999
62074,6.153413856
62073,3.862594545
62069,9.116311054
62068,5.405415974
62061,15.08598501
62060,18.04974319
62056,3.975670565
62054,23.41124048
62051,4.723016822
62046,9.380621217
62044,4.723016822
62042,17.59895058
62041,9.697859768
62035,5.501180385
62034,6.584074882
62032,9.380603975
62026,9.244185856
62024,10.6975699
62021,13.01684684
62005,11.67208152
62001,4.292650699
62000,21.9248722
61990,26.92762568
61989,41.4825375
61986,5.584137011
61984,4.974842946
61978,9.085982844
61976,17.96602602
61972,19.60760429
61971,10.66701777
61959,6.405333138
61958,7.72518909
61951,5.292153929
61950,5.722768363
61942,5.931812567
61938,5.781982259
61934,7.72518909
61931,8.406967941
61928,11.87618222
61923,13.47826953
61920,4.723016822
61908,15.94696557
61903,6.153413856
61902,78.09704032
61892,21.14342755
61884,4.723016822
61880,5.292153929
61878,6.153413856
61875,8.585301398
61864,4.292650699
61863,6.405333138
61861,12.44546838
61858,6.014774739
61856,5.657311097
61850,28.97771084
61843,4.292650699
61842,6.33987127
61841,10.44569203
61837,5.292153929
61834,9.267493645
61823,9.584804628
61816,12.30682771
61815,20.16793215
61809,5.722768363
61785,5.501180385
61784,9.267493645
61774,5.153538105
61767,25.33471683
61766,10.94952024
61763,17.59799248
61759,6.292054527
61754,20.0303415
61748,5.781982259
61747,10.50528128
61746,5.405415974
61740,5.292153929
61739,5.292153929
61734,14.16905047
61724,21.49094562
61721,34.4098136
61720,58.83095067
61718,5.722768363
61716,7.72518909
61715,9.585362908
61701,6.292054527
61697,11.58778364
61696,4.8616016
61693,22.02984458
61692,6.183727411
61684,6.405333138
61677,9.015667521
61673,5.405415974
61672,4.974842946
61671,5.722768363
61669,21.81167087
61668,6.153413856
61656,5.722768363
61651,6.087953139
61647,5.292153929
61630,3.862594545
61618,5.722768363
61615,8.155245244
61613,5.781982259
61611,5.292153929
61598,13.26689561
61596,9.728160015
61593,5.292153929
61591,10.55895408
61589,5.464626106
61574,9.775603643
61569,4.809815297
61564,6.087953139
61562,11.09638812
61560,22.98864554
61555,9.644576804
61550,10.98955299
61547,20.14364495
61542,6.153413856
61536,5.931812567
61531,5.584137011
61530,5.97467729
61521,4.974842946
61520,24.24222383
61507,11.55882983
61495,5.153538105
61494,3.862594545
61493,5.722768363
61490,17.93980006
61489,22.89107345
61482,11.01492229
61472,5.153538105
61471,5.781982259
61470,6.535635912
61468,12.81066628
61461,5.97467729
61457,8.585301398
61453,4.974842946
61448,3.862594545
61442,10.58430786
61441,17.1706028
61440,5.153538105
61435,4.292650699
61432,10.69798384
61430,5.722768363
61428,5.722768363
61426,26.7405482
61422,26.37008971
61421,7.83826511
61417,5.292153929
61416,12.31147604
61411,3.862594545
61410,5.292153929
61405,7.72518909
61397,22.89107345
61396,8.446809673
61391,5.97467729
61387,15.68361355
61382,12.69738767
61380,5.292153929
61375,5.657311097
61373,5.292153929
61372,10.58430786
61370,13.99051047
61361,13.81897951
61359,4.974842946
61345,5.722768363
61343,5.722768363
61329,5.292153929
61326,5.722768363
61318,6.464550799
61317,15.5166172
61314,27.94609271
61313,17.17091277
61309,5.501180385
61308,9.015667521
61307,11.00236077
61297,4.292650699
61294,9.34523752
61291,4.292650699
61289,16.30713833
61283,43.52642537
61282,5.405415974
61281,5.292153929
61274,42.01273151
61270,15.24648439
61260,5.722768363
61256,18.92326356
61255,34.3945249
61254,4.292650699
61252,5.722768363
61250,12.44789594
61247,21.16811875
61245,5.292153929
61244,5.722768363
61235,6.316422771
61230,6.405333138
61228,5.292153929
61221,5.836040761
61220,30.23205617
61211,5.501180385
61209,5.781982259
61207,15.5634542
61205,4.974842946
61200,5.97467729
61195,6.464550799
61191,4.292650699
61182,13.99051047
61177,18.10493114
61173,31.7399935
61168,3.862594545
61149,5.584137011
61148,5.153538105
61143,6.722718659
61142,5.722768363
61137,4.292650699
61131,56.67620186
61114,5.722768363
61112,10.90659636
61109,6.33987127
61103,13.20001597
61099,4.292650699
61093,5.153538105
61090,8.519906193
61089,11.00236077
61083,4.584447562
61080,23.61508411
61073,5.825598788
61071,11.42661328
61067,10.57806574
61056,4.723016822
61054,4.584447562
61050,21.40306535
61045,12.58410905
61039,21.20261039
61031,7.933896604
61029,16.65832261
61023,4.974842946
61021,22.89312285
61020,8.837024095
61016,20.00522051
61008,38.76753524
61006,10.6975699
61000,21.16861572
60997,9.949961796
60996,16.48558257
60993,10.01517075
60986,3.975670565
60981,4.292650699
60972,29.35732894
60968,6.304358104
60967,5.292153929
60966,14.51684791
60965,6.153413856
60962,6.464550799
60960,3.862594545
60955,6.153413856
60953,4.292650699
60952,15.87646179
60947,4.974842946
60946,14.83724506
60945,5.722768363
60944,4.974842946
60937,70.63853682
60935,6.292054527
60931,6.425705932
60926,36.27537611
60915,11.01492229
60909,5.405415974
60906,6.153413856
60900,21.59923015
60891,16.03763902
60888,42.62921451
60884,9.046440288
60882,9.644576804
60880,5.836040761
60874,6.292054527
60872,11.87618222
60869,54.09400513
60858,30.0617647
60857,43.86765575
60851,12.98368652
60846,15.16880201
60833,8.738606536
60831,5.722768363
60830,6.405333138
60824,4.154158974
60809,6.464550799
60801,8.748555789
60800,4.292650699
60799,10.94952024
60794,4.974842946
60793,5.292153929
60786,18.89206729
60777,5.292153929
60773,5.722768363
60767,3.862594545
60763,9.697859768
60762,17.16830509
60755,6.014774739
60754,6.405333138
60752,6.05244065
60750,17.47952805
60745,5.657311097
60744,3.862594545
60743,14.69887344
60737,5.722768363
60736,25.37734916
60730,5.931812567
60729,6.153413856
60728,9.154748474
60720,5.153538105
60711,5.722768363
60708,12.99113139
60707,9.446033644
60697,10.01541906
60694,6.05244065
60685,4.723016822
60684,5.82031125
60667,5.292153929
60654,17.42273889
60651,4.909401781
60644,11.43299295
60643,4.723016822
60638,16.53365207
60637,5.722768363
60634,5.722768363
60630,35.48536204
60626,11.77154022
60622,9.446033644
60618,20.81041755
60613,10.01517075
60611,12.30682771
60605,44.56641146
60604,4.723016822
60602,13.83807268
60599,47.33141149
60598,11.30690537
60595,5.226703564
60590,14.57196507
60588,35.02329441
60587,4.974842946
60585,29.19024853
60583,26.49480052
60581,9.584804628
60576,37.62326597
60567,4.723016822
60563,8.585301398
60560,20.40985134
60559,5.836040761
60546,5.781982259
60543,5.292153929
60541,5.292153929
60540,6.014774739
60535,5.722768363
60526,29.18921768
60525,13.42240212
60518,4.723016822
60517,6.584074882
60512,3.862594545
60509,5.722768363
60508,6.153413856
60502,14.65543268
60488,6.153413856
60485,5.292153929
60478,11.44553673
60474,11.01492229
60468,10.87629094
60459,10.63215404
60457,5.584137011
60455,14.42087659
60454,4.974842946
60453,10.58430786
60451,13.56014434
60447,4.40582999
60446,4.071302059
60441,4.292650699
60439,32.27356821
60437,4.154158974
60436,5.501180385
60435,5.722768363
60433,5.292153929
60428,5.07059257
60426,10.87629094
60424,5.405415974
60423,12.42010529
60418,18.02548503
60417,5.292153929
60411,24.69374388
60406,4.723016822
60404,39.23004864
60390,5.183845743
60383,22.82763799
60381,5.722768363
60377,4.974842946
60373,4.154158974
60371,5.722768363
60370,4.292650699
60369,5.584137011
60366,10.94946503
60361,6.153413856
60360,20.60314119
60357,38.82194524
60344,13.90814833
60328,4.154158974
60326,49.34851306
60321,5.885770109
60313,12.07403679
60310,5.885770109
60302,4.885961244
60300,5.501180385
60298,6.153413856
60296,11.44553673
60291,12.96619787
60286,4.723016822
60284,10.44569203
60283,11.09638812
60277,35.10707287
60262,4.974842946
60255,6.153413856
60252,13.99060352
60250,5.584137011
60249,8.406967941
60241,6.552205383
60240,5.722768363
60232,4.544373396
60229,25.55866554
60227,8.585301398
60220,13.30831822
60219,17.09161236
60214,26.46076965
60206,5.405415974
60202,5.885770109
60191,9.015667521
60189,5.292153929
60187,5.722768363
60171,5.722768363
60170,5.836040761
60167,11.81760316
60165,10.58430786
60160,12.44789594
60149,12.24309035
60146,5.931812567
60144,3.975670565
60143,10.58430786
60142,9.836527325
60140,9.307464384
60136,4.292650699
60130,6.405333138
60129,4.40582999
60127,38.25874705
60111,36.16949665
60106,5.931812567
60102,5.781982259
60100,9.793689211
60097,5.722768363
60088,4.723016822
60085,5.722768363
60072,4.292650699
60067,10.26699688
60063,9.015667521
60062,5.931812567
60061,11.01492229
60058,4.974842946
60057,5.97467729
60051,10.60878693
60046,3.862594545
60039,5.781982259
60037,21.11790816
60023,14.73843588
60022,10.58436996
60019,14.51684791
60012,5.722768363
60009,5.931812567
60000,8.837024095
59997,8.633085484
59995,11.12819469
59984,13.99051047
59983,3.862594545
59974,13.93666358
59969,22.38104156
59957,8.585611367
59954,5.722768363
59953,74.27106298
59952,14.67270271
59946,5.292153929
59944,5.584137011
59938,6.584074882
59937,17.1706028
59935,11.86362513
59934,5.584137011
59929,25.00563966
59926,16.87944139
59920,69.64780124
59915,3.862594545
59911,9.015667521
59906,10.58430786
59903,17.49266667
59894,7.83826511
59881,8.585301398
59865,6.405333138
59864,14.55946137
59852,6.735022479
59850,4.8616016
59849,17.42288353
59848,4.723016822
59845,4.292650699
59841,4.974842946
59840,28.90845587
59838,5.501180385
59837,13.60011508
59835,10.01517075
59834,17.32170341
59832,5.722768363
59830,4.974842946
59826,24.44812461
59824,28.49833054
59821,10.30715383
59819,11.49340937
59814,5.722768363
59811,4.723016822
59809,6.405333138
59803,29.8814909
59796,46.13437561
59790,4.723016822
59788,4.723016822
59787,5.722768363
59785,5.292153929
59780,4.753317069
59775,4.723016822
59765,19.89937178
59744,5.292153929
59735,8.698687387
59733,21.82139818
59732,6.153413856
59725,26.56930159
59721,6.014774739
59717,20.03049666
59713,10.81083195
59712,5.97467729
59711,5.836040761
59709,5.836040761
59708,5.97467729
59702,5.292153929
59697,5.292153929
59691,7.014743673
59690,5.781982259
59684,15.16870886
59676,5.931812567
59671,5.212743531
59664,5.722768363
59654,5.781982259
59647,4.40582999
59645,10.47608543
59639,11.58778364
59632,5.292153929
59622,4.292650699
59620,6.153413856
59619,109.0127596
59618,5.703844915
59617,4.974842946
59610,5.584137011
59601,9.446188804
59600,20.80643306
59593,5.351362178
59592,5.292153929
59581,11.06272707
59579,3.862594545
59578,28.93765796
59569,4.544373396
59567,5.885770109
59559,12.30682771
59558,24.03594598
59553,25.61440089
59546,42.57917149
59543,46.85993391
59539,18.53343464
59533,5.292153929
59530,33.06127291
59529,14.5595131
59518,4.292650699
59513,4.723016822
59512,14.42087659
59511,24.9399479
59509,5.292153929
59508,5.722768363
59504,5.405415974
59499,4.292650699
59491,5.885770109
59488,4.723016822
59487,16.67515144
59482,27.61409027
59460,5.576322357
59456,10.69798384
59448,5.292153929
59447,4.292650699
59445,5.584137011
59441,13.38139749
59429,38.91163541
59423,4.544373396
59416,26.55155985
59411,38.06444816
59396,14.67290962
59389,21.46061433
59388,5.722768363
59380,13.65610669
59375,44.14485829
59369,3.862594545
59366,5.362555688
59359,5.405415974
59350,5.931812567
59345,4.657587153
59342,4.723016822
59336,106.8796955
59334,4.8616016
59332,5.885770109
59324,10.58430786
59320,22.22121855
59307,12.30682771
59304,16.6757026
59298,5.657311097
59297,6.501109382
59292,5.931812567
59291,5.885770109
59290,4.723016822
59279,4.974842946
59277,26.86882427
59274,23.26097192
59273,5.97467729
59270,5.722768363
59262,4.292650699
59260,16.81393588
59258,5.292153929
59244,5.153538105
59237,6.316422771
59234,5.153538105
59233,6.483098934
59224,10.71394207
59221,5.97467729
59219,5.292153929
59214,8.644802682
59209,9.088746792
59207,5.292153929
59206,52.75318956
59201,6.643293014
59198,29.98018255
59192,4.723016822
59186,12.01487259
59179,31.88093705
59173,15.85145982
59172,5.292153929
59165,5.722768363
59163,4.974842946
59162,10.54332807
59160,4.723016822
59150,5.931812567
59140,6.362466936
59138,10.58430786
59137,9.519905642
59130,11.44553673
59114,4.974842946
59107,5.995049416
59095,11.76785333
59092,11.31462219
59091,6.014774739
59089,14.38145204
59083,5.292153929
59080,23.82685159
59076,14.4513936
59071,17.05999469
59069,5.153538105
59065,21.07798233
59064,5.292153929
59061,5.292153929
59054,5.527250561
59052,5.722768363
59045,6.014774739
59044,4.292650699
59043,4.292650699
59041,5.584137011
59036,5.292153929
59035,4.544373396
59022,15.16870886
59019,9.267493645
59013,17.394868
59002,5.722768363
59001,4.974842946
58996,4.974842946
58992,6.014774739
58989,5.292153929
58982,5.931812567
58967,6.05244065
58962,11.44553673
58961,8.794318881
58959,5.07059257
58948,7.72518909
58945,10.30715383
58943,7.95134113
58932,7.72518909
58931,21.14684171
58925,6.292054527
58919,8.585611367
58917,6.212630577
58914,18.79114339
58906,6.584074882
58896,5.722768363
58893,23.94019636
58892,5.153538105
58889,4.292650699
58887,12.17590628
58885,14.16905047
58881,16.71234723
58872,12.30682771
58869,10.49810207
58864,6.153413856
58862,9.015667521
58845,5.722768363
58844,5.292153929
58842,10.01541906
58841,9.697859768
58839,5.292153929
58838,5.153538105
58832,5.501180385
58827,11.22394875
58820,11.01492229
58816,5.722768363
58814,4.723016822
58802,12.55874699
58798,6.240248782
58796,5.501180385
58789,5.153538105
58773,4.974842946
58764,13.17794123
58761,44.20144547
58755,10.26732799
58749,31.48715542
58746,5.501180385
58743,5.97467729
58741,12.01482289
58739,5.292153929
58737,5.292153929
58732,4.292650699
58725,5.722768363
58719,16.10298588
58717,21.16861572
58713,6.087953139
58700,4.292650699
58697,6.292054527
58695,9.519216342
58682,8.585301398
58678,4.723016822
58675,18.28316117
58673,20.71839654
58662,3.862594545
58658,5.97467729
58651,5.584137011
58650,5.292153929
58648,4.974842946
58643,6.05244065
58640,12.01783979
58637,5.292153929
58632,4.071302059
58629,17.56171642
58628,4.544373396
58621,11.42017777
58619,5.657311097
58617,53.98046151
58616,10.58430786
58609,5.292153929
58603,5.153538105
58602,28.26985446
58593,5.836040761
58590,4.974842946
58589,10.01541906
58584,78.94120758
58581,10.90659636
58575,9.697859768
58574,10.44569203
58571,6.212630577
58570,12.30682771
58569,9.584618422
58567,4.974842946
58565,4.292650699
58563,5.97467729
58552,5.722768363
58551,9.7232032
58546,5.931812567
58545,4.292650699
58534,4.292650699
58526,21.80335987
58525,42.28795168
58517,5.97467729
58506,10.26699688
58504,4.8616016
58503,31.47576955
58499,4.909401781
58498,15.30759163
58496,10.44569203
58492,6.722718659
58489,5.292153929
58487,4.657587153
58484,5.292153929
58480,65.9858908
58478,15.31239484
58473,5.501180385
58469,10.87629094
58461,12.53338286
58459,6.153413856
58456,10.26699688
58452,15.03017066
58431,3.862594545
58430,6.405333138
58429,12.26956249
58427,6.292054527
58422,11.69748707
58418,12.04870899
58417,4.292650699
58410,32.31382366
58405,6.087953139
58403,12.1281015
58399,7.72518909
58398,35.14775948
58392,6.153413856
58391,6.014774739
58390,13.30831822
58388,14.67270271
58384,3.975670565
58381,4.974842946
58378,10.93552036
58374,9.12362821
58372,4.292650699
58365,5.153538105
58361,17.42024508
58359,31.03726201
58349,4.292650699
58340,4.292650699
58338,6.153413856
58335,5.584137011
58324,24.26242907
58321,11.01492229
58314,4.723016822
58312,5.931812567
58307,4.544373396
58299,50.70081769
58297,6.153413856
58283,9.949685892
58278,5.584137011
58277,6.292054527
58275,18.71342386
58269,4.782208137
58266,5.722768363
58265,6.087953139
58264,6.83599934
58262,4.292650699
58250,5.464626106
58248,6.121545176
58247,7.72518909
58245,5.781982259
58238,5.405415974
