,uid,shang10,shang9,shang8,shang11
6216,26827,5.474760118,4.974842946,,
6217,26834,4.4185120475,4.292650699,4.292650699,4.520220406
6218,26836,6.614389175,,6.614389175,
6219,26845,4.292650699,,,
6220,26852,5.931812567000001,5.931812567000001,5.542675336,
6221,26858,5.722768362999999,,,5.722768362999999
6222,26860,4.292650699,4.723094402,4.8489557505,
6223,26865,6.014774739,,,
6224,26868,4.4187187455000005,4.861601599999999,4.292650699,
6225,26869,4.974842946,,,
6226,26874,5.722768362999999,,5.722768362999999,
6227,26877,4.292650699,4.292909065,3.862594545,5.037316478999999
6228,26878,4.9182222730000005,4.149401970666667,4.861601599999999,4.4187187455000005
6229,26881,4.544373396,4.58324471275,,
6230,26882,5.722768362999999,,5.2921539289999995,
6231,26883,4.5078337605000005,,,
6232,26888,6.1333659085,5.629566037,4.9567556498,6.186262114666667
6233,26894,3.862594545,,,
6234,26895,5.153538105,,,
6235,26904,5.584137011,,,5.885770109
6236,26905,4.982382499000001,4.387687728,4.7763171375,4.6351157791999995
6237,26910,4.723016822,5.19012946,,
6238,26911,5.2921539289999995,,,
6239,26917,4.4634701375,3.8625945450000003,3.9701085835,4.292650699
6240,26922,6.240248782,,6.240248782,5.9815085725
6241,26929,4.8936791515,5.12867666,4.966936283153847,4.8991617915625
6242,26933,5.367661959,5.367661959,5.405415973999999,5.360111156
6243,26935,5.722768362999999,,,5.405415973999999
6244,26937,5.263002109142858,,,5.2032947195625
6245,26948,4.5078337605000005,4.292650699,,4.5078337605000005
6246,26949,4.523220144,,,
6247,26951,5.084946426285714,5.348784951500001,5.080705241666666,5.222846017
6248,26953,5.404662693166667,5.374297322875002,5.212117719,5.84523321025
6249,26956,4.815406674,4.6576158855,4.723016822,4.71305128
6250,26958,4.723016822,,,
6251,26959,4.460603629,5.1335708795,4.593412681,5.501180385
6252,26961,4.974842946,4.974842946,,
6253,26966,5.722768362999999,,,
6254,26970,4.7290531962380955,4.591960355294116,4.98784247125,4.784496434199999
6255,26971,6.362466936000001,,,
6256,26973,3.862594545,3.862594545,3.862594545,4.292650699
6257,26981,6.405333138,5.97467729,5.413925894666668,6.405333138
6258,26983,4.4780770940000005,4.292650699,4.292650699,4.1206282374
6259,26986,4.3587313312500005,4.6357040784,5.245948654333334,4.723016822
6260,26988,5.722768362999999,4.292650699,4.723094402,4.40582999
6261,26993,5.19012946,5.2380042719999995,5.405415973999999,5.2241376163333335
6262,26998,6.153413856,6.2126305770000005,6.2126305770000005,6.2126305770000005
6263,27002,3.862594545,3.862594545,,
6264,27005,5.722768362999999,5.507461146,,5.722768362999999
6265,27012,4.8489298839999995,,4.6337468225,4.292650699
6266,27013,4.3222322554999995,4.594864803,4.723016822,5.01951673575
6267,27015,5.722768362999999,,,5.722768362999999
6268,27016,6.087953139,5.931812567000001,5.909217722999999,5.784918916666666
6269,27017,6.153413856,5.779414915,6.153413856,6.153413856
6270,27018,6.1837274110000005,5.6900466320000005,5.414001759666667,5.653464334
6271,27021,6.153413856,6.153413856,5.722768362999999,
6272,27022,3.862594545,,4.723016822,
6273,27029,5.405415973999999,4.149298647666666,4.1532791156,4.544373396
6274,27030,4.849317653,,,
6275,27033,5.722768362999999,5.781982258999999,,5.781982258999999
6276,27040,4.723016822,5.722768362999999,,
6277,27045,5.722768363,,5.722768362999999,5.722768362999999
6278,27046,4.974842946,6.153413856,,
6279,27047,4.2763621575,4.615548344,4.2780760125,4.7159541125
6280,27049,4.974612847333334,4.914029402,4.890900904666667,
6281,27053,4.723016822,,4.181976379,4.340703617666667
6282,27055,4.663469013333333,4.292650699,,4.663469013333333
6283,27059,5.931812567000001,,4.3620980725,5.931812567000001
6284,27076,4.645939889,6.153413856,,
6285,27086,5.182325295666667,5.750508920800001,5.485905075500001,5.167916862166667
6286,27087,5.122880178,,5.3165381905,5.297772717
6287,27089,5.716524366,,,
6288,27094,5.97467729,5.97467729,5.97467729,5.97467729
6289,27101,5.405415973999999,,,5.2921539289999995
6290,27105,4.782284550666667,4.729263912714286,4.660363369666666,4.653905404999999
6291,27108,4.6337468225,,,
6292,27110,5.868771551,5.996883803,5.6968934435000005,5.559722197
6293,27113,4.1083852,3.862594545,,
6294,27116,4.544373396,,,
6295,27123,4.425466037666666,5.532443823333334,5.530856428875,4.7478479086666665
6296,27127,6.584074882,6.2231100496666665,,4.4185120475
6297,27130,4.974842946,5.584137011,,5.722768362999999
6298,27149,4.974842946,,5.2921539289999995,5.153538105
6299,27157,4.61542529125,4.703213524333333,4.892445344142857,5.292153929
6300,27159,6.153413856,,,
6301,27162,4.292650699,4.723016822,,4.723016822
6302,27166,3.862594545,3.862594545,,
6303,27179,4.077622622,4.1851366604999996,4.1341606319999995,4.3494211830000005
6304,27184,5.722141776666667,5.198573402888889,4.6784335485,4.292650699
6305,27185,4.40582999,,4.723016822,4.9182222730000005
6306,27188,4.32465428,5.0075853755,4.8923291214999995,4.2928056835
6307,27191,4.790416575571428,4.9643144065,5.1334984375,
6308,27192,4.5154531315,4.3673286702,4.347878635333333,4.4186153965
6309,27194,4.769273816666667,4.626004535666667,5.112098603500001,4.737290829600001
6310,27196,5.440604042333334,5.584137011,5.153538105,
6311,27199,4.292650699,5.722768362999999,,5.781982258999999
6312,27200,5.2921539289999995,5.722768362999999,,5.2921539289999995
6313,27205,5.2380116655,4.626004535666667,4.4187187455000005,4.966097085
6314,27207,4.292650699,,,
6315,27211,5.722768362999999,5.2921539289999995,,
6316,27215,4.974842946,,,
6317,27221,5.09132207825,5.722768362999999,5.722768362999999,5.18435019125
6318,27222,5.2921539289999995,,,
6319,27223,4.828956574,4.601235597600001,5.5325448674999995,4.975966647333333
6320,27227,5.931812567000001,5.037316478999999,5.722768362999999,
6321,27228,5.153538105,,,
6322,27231,4.782208137,4.505734267666667,4.292650699,4.7533170689999995
6323,27233,5.781982258999999,,,
6324,27241,4.792402313999999,,,5.2794770395
6325,27251,5.43814547,5.473449539666667,5.584137011,5.2921539289999995
6326,27253,6.770536322000001,6.74708738,,
6327,27259,4.292650699,4.723016822,,
6328,27262,5.367675761,6.014774739,6.014774739,5.6722972895
6329,27273,5.722768362999999,,,
6330,27276,5.405415973999999,,,
6331,27278,6.405333138,,,
6332,27288,5.931812567000001,5.931812567000001,5.931812567000001,5.931812567000001
6333,27291,5.348784951500001,,5.405415973999999,
6334,27293,5.0641905255,5.0641905255,4.974842946,4.9244777212
6335,27297,5.722768362999999,,,
6336,27310,5.405415973999999,,5.405415973999999,5.2921539289999995
6337,27315,5.9380911095,5.3930978294,,
6338,27321,5.153538105,,,
6339,27324,5.722768362999999,,,
6340,27325,6.483098934,,,
6341,27330,6.292054527,,,
6342,27333,6.1837274110000005,6.1837274110000005,6.1837274110000005,5.8360407610000005
6343,27335,4.723016821999999,4.740183113153848,4.723016822,4.723016822000001
6344,27338,4.292650699,4.292650699,4.292650699,4.292650699
6345,27340,5.405415973999999,4.974842946,,
6346,27341,4.4378302026666665,4.39584511675,4.2928056835,4.413192404399999
6347,27343,5.8948428035000004,6.384269633,6.384269633,
6348,27351,4.982456396333334,5.453298179500001,4.478309673333333,5.399583429333333
6349,27357,5.2921539289999995,,5.6334156095,
6350,27359,5.602871092999999,5.178195515,5.722768362999999,
6351,27362,5.722768362999999,5.2921539289999995,,
6352,27369,4.974842946,5.19012946,4.520048114666667,
6353,27375,4.723016822,,,
6354,27379,5.781982258999999,,,
6355,27382,4.971322124285714,5.004884234666667,5.0246084315,5.3288479081428575
6356,27386,4.351813812,,,
6357,27392,5.781982258999999,4.544373396,,
6358,27396,5.69003973,5.700949274333333,5.700949274333333,5.6400897463333335
6359,27398,4.723016822,,4.479413002399999,
6360,27399,4.292650699,,,5.2921539289999995
6361,27401,6.405333138,6.405333138,6.405333138,6.405333138
6362,27408,5.2921539289999995,5.507461146,,
6363,27409,5.97467729,,,
6364,27411,4.741579494000001,4.6873700874,,4.544373396
6365,27413,5.65347015725,5.580420705,5.6366454762,5.697293414333333
6366,27415,5.657311097000001,,5.657311097000001,
6367,27416,6.212630577,,6.2126305770000005,5.97467729
6368,27417,5.045501623,4.926452728,5.199852024333333,5.056499973
6369,27425,5.1335346585,5.2921539289999995,5.2921539289999995,5.584137011
6370,27431,4.723016822,,4.292650699,
6371,27433,4.974842946,4.5771261495,4.292650699,
6372,27434,4.974842946,,,
6373,27441,5.0641905255,4.769211748,4.376558264666667,5.2921539289999995
6374,27447,6.292054527,,,
6375,27449,5.722768362999999,,,5.230452129
6376,27450,4.292650699,4.292650699,,
6377,27451,6.292054527,,5.885770109,6.292054527
6378,27452,6.153413856,6.153413856,6.153413856,6.153413856
6379,27471,4.520151437666667,,4.077622622,4.292650699
6380,27475,6.153413856,,6.153413856,
6381,27476,5.827290465,,,
6382,27483,5.2921539289999995,5.3488056545,4.838949302,
6383,27490,5.54404215,,5.638340339500001,
6384,27492,5.45514134,,,5.97467729
6385,27495,5.2921539289999995,,,
6386,27502,4.2928056835,4.292650699,4.292650699,4.4185120475
6387,27505,3.862594545,,3.862594545,
6388,27506,5.703844915,3.862594545,,
6389,27507,5.2921539289999995,4.8489298839999995,,5.102710423666666
6390,27509,6.33987127,,,
6391,27518,5.722768362999999,5.722768362999999,4.649160311,5.389486799
6392,27520,4.033943636285715,4.12984376775,4.005946596333334,4.144407624714286
6393,27521,5.2228925925,,,4.974842946
6394,27528,5.153538105,5.5313635355,4.974842946,6.003014847
6395,27529,5.722768362999999,,,5.222846017
6396,27537,4.9913452145,4.723016822,,5.722768362999999
6397,27538,6.150299545,,,
6398,27539,4.938393855,,,
6399,27541,5.8360407610000005,5.8360407610000005,5.8360407610000005,5.8360407610000005
6400,27548,4.792402313999999,4.292650699,,5.501180385
6401,27553,5.1334984375,5.1334984375,4.6257563736666665,
6402,27555,5.97467729,5.0515965538000005,5.722768363,5.435692073666669
6403,27559,4.723094402,4.292650699,,4.544373396
6404,27565,5.234024646714285,5.102710423666666,5.007709531000001,
6405,27568,5.486581407999999,5.931812567000001,5.931812567000001,5.931812567000001
6406,27573,6.153413856,,,
6407,27576,5.2921539289999995,4.907496189666667,4.71516732,
6408,27580,5.8360407610000005,,4.974842946,
6409,27585,6.292054527,,,
6410,27600,4.077622622,4.376661587666667,4.723016822,
6411,27601,4.754407862333333,5.085169110333333,5.1876962355,4.9453548255
6412,27604,6.153413856,6.153413856,,
6413,27606,5.501180385,5.042893751333334,4.7664160595,4.974842946
6414,27607,4.455523524,,,
6415,27611,5.2427978128,4.6337468225,5.1688767,4.932516994
6416,27614,4.896804696,5.501180385,,4.723016822
6417,27615,6.722718659,6.722718659,6.722718659,6.722718659
6418,27620,5.716524366,5.116314323,5.722768362999999,5.72120736375
6419,27629,4.974842946,,,
6420,27630,4.292650699,,,5.405415973999999
6421,27636,6.153413856,5.8487228264999995,5.507461146,6.014774739
6422,27639,4.493570777333334,4.3469416406666666,4.127500245999999,4.4592091714999995
6423,27642,5.8360407610000005,4.723016822,5.2921539289999995,
6424,27644,6.05244065,5.931812567000001,,5.8360407610000005
6425,27645,4.623218283,4.564410479,5.156132035,5.637541640499999
6426,27648,5.722768362999999,5.4947764925,,5.722768362999999
6427,27664,5.405415973999999,5.537068093999999,5.781982258999999,5.931812567000001
6428,27667,4.605086634413793,4.80560204348718,4.8396849932777775,4.4304205476744185
6429,27669,5.153538105,,,
6430,27670,4.292650699,,,
6431,27676,3.862594545,,,4.077622622
6432,27678,4.292650699,4.212515414444444,,4.292650699
6433,27685,5.781982258999999,,5.781982258999999,
6434,27690,4.8490333365,5.348784951500001,4.911886415,5.781982258999999
6435,27698,5.153538105,,4.747445530333333,
6436,27700,5.2921539289999995,,,4.723016822
6437,27706,5.153538105,5.076057021,5.076057021,5.109983479666667
6438,27707,5.97467729,,4.809966182,
6439,27717,4.919833729666666,4.547906546,4.4983530436666666,5.003787269
6440,27720,5.752375311000001,5.752375311000001,5.752375311000001,5.752375311000001
6441,27725,4.292650699,5.722768362999999,5.722768362999999,6.483098934
6442,27729,6.153413856,5.738188927,6.153413856,
6443,27730,4.5078337605000005,,5.2921539289999995,4.6337468225
6444,27735,5.413872985,5.178032935666667,5.10538974675,5.722768362999999
6445,27739,5.3505784929999995,5.4009292248000005,5.519661715999999,4.976021827555556
6446,27742,4.365677407,4.482249869,4.5797940850000005,4.38047523575
6447,27744,6.153413856,5.9380911095,,5.722768362999999
6448,27747,5.394974878999999,4.8489298839999995,4.2928056835,5.405415973999999
6449,27749,5.329921746,,5.153538105,4.985307383857142
6450,27752,4.885961244,4.3389489480000005,,5.781982516
6451,27756,4.292650699,5.501180385,,4.8490333365
6452,27757,6.292054527,,,
6453,27760,4.755858865333333,4.5771261495,4.3389489480000005,4.39030506
6454,27763,4.974842946,4.292650699,,4.578086642666667
6455,27765,4.0449250195,5.014930043000001,,4.227255494
6456,27766,6.3781873534,,,6.279373497000001
6457,27767,4.564410479,4.292650699,3.975670565,4.584447562
6458,27770,3.862594545,4.321046277250001,4.393422457,4.544373396
6459,27789,5.722768362999999,5.435692073666669,,5.768992273000001
6460,27792,3.919132555,3.900286551666667,4.6337468225,4.376661587666667
6461,27801,5.9380911095,6.153413856,5.5641284010000005,5.722768362999999
6462,27809,4.233206213333333,3.862594545,4.723016822,3.975670565
6463,27811,4.747537498333333,4.723016822,5.266794974,4.723365778
6464,27820,4.667926561666666,3.862594545,4.292650699,
6465,27828,5.2921539289999995,6.153413856,,5.2921539289999995
6466,27834,4.258294217117647,4.220213817142858,4.2250429426,4.2353098784666665
6467,27839,4.2729874463333335,4.2485049586,4.187042304999999,5.396667157
6468,27840,6.0313152145,5.97467729,5.97467729,
6469,27845,5.931812567000001,5.722768362999999,,
6470,27846,4.1155450964,4.14065664525,4.436261116333333,4.409574667
6471,27850,5.007709531000001,5.367698760666666,4.5796131676666665,
6472,27854,5.224151418333333,4.722227687529412,4.56085312175,5.0075853755
6473,27861,4.4187187455000005,4.579716490666667,4.292650699,4.292650699
6474,27866,4.5465799542,4.134733389,4.2676298125,4.292754022
6475,27873,5.3194958165,4.154158974,,4.769211748
6476,27877,3.862594545,,3.862594545,3.862594545
6477,27879,4.723016822,,,
6478,27883,6.153413856,5.7227838925,5.2921539289999995,6.153413856
6479,27884,6.196831319,6.153413856,6.153413856,6.240248782
6480,27891,5.97467729,5.97467729,,
6481,27900,5.7589693539999995,5.781982258999999,5.6144483460000005,
6482,27902,6.445431881,6.445431881,6.445431881,6.445431881
6483,27906,4.723016822,,5.722768362999999,4.723016822
6484,27908,5.722768362999999,,,
6485,27909,5.405415973999999,,4.974842946,5.657311097000001
6486,27915,5.2921539289999995,,,
6487,27917,6.405333138,6.405333138,6.405333138,6.405333138
6488,27919,4.0346170065999996,4.077622622,3.862594545,
6489,27932,5.722768362999999,6.064045573,6.153413856,
6490,27938,6.4257059320000005,,,
6491,27939,6.121545176000001,,,6.121545176000001
6492,27946,4.723016822,4.893681276000001,,
6493,27955,5.29340866,5.722768362999999,5.08976971575,5.722768362999999
6494,27961,6.014774739,6.014774739,,6.014774739
6495,27971,5.722768362999999,,,5.153538105
6496,27976,3.862594545,3.9042838735833336,3.8625945449999968,4.2905413295
6497,27985,4.65852381925,4.54864735825,4.2927540220000004,4.669518162399999
6498,27988,5.069362879333333,4.625787408,4.3620980725,5.202137018
6499,27989,4.5078337605000005,4.757709568,4.292650699,
6500,27991,5.931812567000001,6.153413856,,5.97467729
6501,28001,4.687432879999999,4.549813403333334,4.1458728436,4.549110091285715
6502,28003,5.69003973,5.399597231333334,5.9380911095,5.369989105333333
6503,28014,5.288097652199999,5.579245741,5.722768362999999,5.507461146
6504,28017,5.722768362999999,,,
6505,28018,5.292153929,5.950286503,5.2921539289999995,5.367679212
6506,28031,5.143537677,4.292650699,4.974842946,
6507,28032,5.931812567000001,,,5.931812567000001
6508,28040,5.326275961666666,4.723016822,,3.862594545
6509,28042,6.4380662575,5.4835381218888894,5.4643997026,5.4618643247000005
6510,28043,4.633695109,5.403251759,5.368837557999999,5.022717758
6511,28049,3.862594545,5.2921539289999995,,4.723016822
6512,28061,5.2921539289999995,5.0728526985,4.7533170689999995,5.2921539289999995
6513,28066,5.0075853755,4.974842946,5.2921539289999995,5.2921539289999995
6514,28073,5.931812567000001,5.776308446,,
6515,28081,4.8515014683999995,4.8490333365,3.862594545,4.663503489
6516,28085,4.974842946,,,4.292650699
6517,28087,4.9085983185,5.004636970500001,5.1390500794,4.29339423
6518,28096,5.885770109,,,
6519,28097,5.584137011,5.527250561000001,5.2405262765,
6520,28100,5.722768362999999,,,
6521,28101,4.077622622,3.862594545,3.862594545,4.077622622
6522,28108,5.07059257,4.077622622,4.885961244,
6523,28109,3.975670565,3.975670565,3.9756705649999997,3.937978558333333
6524,28111,5.722768362999999,,5.9380911095,
6525,28119,5.153538105,,,
6526,28120,5.722768362999999,5.722768362999999,,5.722768362999999
6527,28149,4.506667090600001,4.4634110778750005,4.228147932555555,
6528,28150,5.722768362999999,,,
6529,28155,4.8881684854,4.994095067750001,4.69680671525,5.04700566
6530,28156,5.722768362999999,,,
6531,28162,5.781982258999999,3.862594545,3.862594545,
6532,28163,4.294320679666667,4.20297596,4.276301897750002,
6533,28164,4.7019832926000005,4.723365778,5.153538105,4.695575073333333
6534,28169,4.346446464375,4.3356873113,4.292650699,4.340469157111112
6535,28178,5.279603817,4.6648838458,,
6536,28182,5.931812567000001,,,
6537,28184,4.633772692,3.862594545,4.292650699,4.9182636625
6538,28186,5.573274222,5.78072186,5.78072186,
6539,28190,4.5786245696000005,4.54260399875,4.5078337605000005,4.723016822
6540,28193,5.4107983875,5.33807209825,5.348784951500001,5.239622716857143
6541,28196,4.617287878,4.539769152333332,4.3492403445,4.931990053
6542,28208,5.6630122045,5.07059257,5.722768362999999,5.16015878
6543,28209,6.153413856,,,
6544,28211,5.543135623666667,4.793141069800002,,5.603617554333333
6545,28215,4.995209729,5.2921539289999995,5.501180385,
6546,28217,4.501535282,4.197082682,4.4436843172,4.292650699
6547,28224,5.405415973999999,6.405333138,,4.792402313999999
6548,28225,5.1688767,,,
6549,28227,6.153413856,,,
6550,28229,4.974842946,,4.544373396,
6551,28244,5.722768362999999,,,
6552,28246,6.405333138,5.034649439666667,3.862594545,6.4645507989999995
6553,28254,4.861601599999999,,,
6554,28256,4.723016822,,4.292650699,
6555,28261,5.507461146000002,5.123440000333333,5.292153929000001,5.211567739
6556,28272,4.3109980089999995,4.5509014048,4.24817068375,4.723016822
6557,28273,6.153413856,6.153413856,6.153413856,6.153413856
6558,28274,5.8360407610000005,,,
6559,28288,5.396667157,,4.482750094,4.602228735600001
6560,28293,4.292650699,4.005946596333334,4.292650699,4.723094402
6561,28294,6.014774739,,,6.014774739
6562,28295,4.861601599999999,,,
6563,28300,3.9701085835,4.015863477,4.292650699,4.807482983
6564,28302,5.722768362999999,,,
6565,28303,4.723016822,5.653452687000001,5.9380911095,
6566,28322,4.675666129666667,4.727561785111112,4.71900146325,4.63190188511111
6567,28324,6.501109382,,,
6568,28349,5.501180385,5.501180385,5.501180385,5.2921539289999995
6569,28352,5.3967070835,5.034043668,5.722768362999999,
6570,28353,3.862594545,3.862594545,3.862594545,3.862594545
6571,28360,5.2921539289999995,,,
6572,28369,5.722768362999999,,,
6573,28370,5.722768362999999,6.153413856,6.014774739,
6574,28372,4.723016822,,4.884814658315789,4.723016822
6575,28382,3.862594545,3.862594545,3.862594545,3.862594545
6576,28385,5.2921539289999995,,5.6334156095,
6577,28387,3.862594545,,,4.436209396333333
6578,28391,5.69003973,4.861601599999999,4.579561447666666,5.722768362999999
6579,28394,4.723094402,5.2921539289999995,5.2921539289999995,4.292650699
6580,28397,4.154158974,,,
6581,28398,4.333502598000001,4.292650699,,4.424068350571429
6582,28400,3.862594545,,,3.862594545
6583,28407,3.975670565,3.975670565,3.975670565,
6584,28413,4.043638603000001,3.966948301999999,4.292650699,4.292650699
6585,28419,4.077622622,4.2034839705,3.862594545,4.6340052595
6586,28422,5.716524366,,,
6587,28426,5.617103502250002,5.044152582,5.637726740833333,6.2227341915
6588,28428,6.418426385800001,6.186262114666667,6.062111293333333,5.97467729
6589,28430,4.385814444999999,,,
6590,28434,3.9597826879999993,3.862594545,3.862594545,4.3834849909999996
6591,28436,4.5078337605000005,4.9382774635,4.723016822,
6592,28437,4.292650699,,4.292650699,
6593,28439,5.501180385,5.501180385,5.501180385,5.501180385
6594,28443,3.900286551666667,4.125360248,3.862594545,
6595,28446,4.974842946,,,
6596,28447,5.5606818601666665,4.807482983,5.570795349333333,5.334416876
6597,28449,3.862594545,,,4.723016822
6598,28457,4.8489298839999995,4.723016822,4.577374237,4.974842946
6599,28458,5.779435621499999,,,
6600,28461,4.544373396,3.862594545,4.520013639000001,5.07059257
6601,28467,4.33356267975,4.455523524,3.862594545,
6602,28474,5.288002245666667,5.283702669333333,5.2921539289999995,5.354316443666666
6603,28478,5.6029688245000004,4.68175454975,5.621800638,
6604,28486,4.544373396,,,4.292650699
6605,28503,5.153538105,4.709698415,4.508066325,4.544373396
6606,28512,5.722768362999999,6.368744369,6.584074882,
6607,28514,5.345980733250001,5.363923001333336,5.415186624428572,5.292153929
6608,28515,4.5078337605000005,,6.153413856,5.4303065275
6609,28519,5.501180385,,,5.212743531
6610,28521,5.779407150499999,5.2921539289999995,,5.676573441333333
6611,28522,5.093998926333334,,4.723016822,4.4185120475
6612,28523,3.862594545,4.081365033333333,3.862594545,
6613,28525,4.974842946,5.381030363333333,5.542675336,
6614,28532,5.405415973999999,4.723016822,5.153538105,6.362466936000001
6615,28537,5.584137011,5.584137011,,
6616,28541,5.722768362999999,,,
6617,28545,5.722768362999999,,,
6618,28548,5.1334984375,4.021840201333334,4.54260399875,5.722768362999999
6619,28554,4.8969155419999995,,,5.584137011
6620,28557,6.153413856,,6.153413856,6.153413856
6621,28566,4.54274356875,4.039493226599999,4.414296183666666,4.0083767595
6622,28575,4.723016822,4.723016822,4.723016822,
6623,28578,5.722768362999999,5.1334984375,,4.227255494
6624,28579,3.862594545,,,4.544373396
6625,28581,3.862594545,3.862594545,,3.862594545
6626,28586,4.4185120475,4.436492240142857,4.436492240142857,4.436492240142857
6627,28594,5.722768362999999,4.119731449833334,3.862594545,
6628,28602,4.077622622,4.186990654333333,4.6911628489999995,3.862594545
6629,28603,5.153538105,,,
6630,28606,5.5111695425,5.050979213,,5.940625351
6631,28609,5.7771022783333335,5.7771022783333335,5.5804569165,5.7771022783333335
6632,28612,5.419749901166667,5.287117337750001,5.222865422750001,4.542720281
6633,28628,5.722768362999999,5.722768362999999,5.722768362999999,5.722768362999999
6634,28637,6.584074882,6.153413856,6.153413856,6.584074882
6635,28640,3.9701085835,3.9486057758,3.862594545,4.1353060854
6636,28646,5.584137011,5.584137011,5.584137011,5.584137011
6637,28653,5.722768362999999,,,5.722768362999999
6638,28657,5.068977939375,4.879998874272727,4.877629793375,4.837418028666666
6639,28666,5.584137011,,5.584137011,
6640,28667,5.1334984375,,,
6641,28671,5.421221331333334,5.2056851325625,5.1541731072142865,5.140244301699999
6642,28684,6.584074882,,,
6643,28686,5.657311097000001,,,
6644,28692,5.0793714495,5.722768362999999,5.5640921685,4.7199740740000005
6645,28699,5.97467729,,,
6646,28705,4.974980898,,,
6647,28706,5.153538105,5.153538105,,4.723016822
6648,28707,4.927328203857143,4.723016821999999,4.661535947285714,5.121339269000001
6649,28709,5.3043934655000005,4.6337468225,5.159947342333333,
6650,28717,5.2921539289999995,,,
6651,28725,5.396667157,5.2921539289999995,,
6652,28726,4.005946596333334,4.077622622,,4.577374237
6653,28729,4.794813236,4.651811739,4.4187187455000005,5.08809119
6654,28732,4.8522620055,5.0952315174,5.149515914,4.5865103053
6655,28748,5.670965859,5.8822540876666665,,5.31651835
6656,28749,4.8489298839999995,,,
6657,28751,4.351290834166667,4.292650699,3.862594545,
6658,28754,5.568408163,,,
6659,28762,6.362466936000001,6.292054527,4.974842946,
6660,28763,4.5078337605000005,4.6337468225,4.376558264666667,4.292650699
6661,28773,6.895217943,6.279373497000001,6.405333138,
6662,28775,4.267831674565217,4.324642763250002,4.235973612133333,4.448259830428571
6663,28781,5.8360407610000005,5.8360407610000005,,5.8360407610000005
6664,28785,6.584074882,,,
6665,28797,4.5058220883999995,4.806264454333333,4.260275587400001,4.641659123666666
6666,28803,4.928419849500001,5.218311971333334,,4.563158507777778
6667,28811,4.8489298839999995,4.258192458,4.149298647666666,4.747537498333333
6668,28812,4.141745521999999,4.0895686435,3.862594545,3.900286551666667
6669,28820,3.862594545,,4.0441531695999995,4.4087898249999995
6670,28824,4.7118516078749995,4.751669860928572,5.181691387571429,4.723016822
6671,28832,5.931812567000001,,,5.931812567000001
6672,28834,6.83599934,,,6.83599934
6673,28837,5.722768362999999,,,5.2921539289999995
6674,28838,4.501535282,,5.2921539289999995,
6675,28854,3.862594545,,3.862594545,
6676,28861,5.2921539289999995,,,
6677,28862,4.2235210535,4.544373396,4.292650699,
6678,28870,4.5342963526,4.622092928,,
6679,28871,5.722768362999999,5.722768362999999,5.722768362999999,5.722768362999999
6680,28872,6.153413856,,,
6681,28885,6.153413856,,5.722768362999999,
6682,28888,5.405415973999999,4.792402313999999,,5.2921539289999995
6683,28892,4.292650699,4.292650699,,4.181976379
6684,28895,4.815406674,,,
6685,28896,5.246978938379998,5.201166560347824,5.146848573333332,5.359783315083331
6686,28902,5.2921539289999995,,5.722768362999999,
6687,28903,4.071302059,,4.071302059,4.071302059
6688,28904,4.91237267,,4.836247821000001,4.428902137
6689,28908,4.9384636685,4.897035211,,4.8013327282
6690,28912,5.07567934275,5.093998926333334,5.885770109,5.25981828
6691,28915,4.378723923600001,4.7413900794999995,4.544373396,4.9382774635
6692,28916,4.544373396,3.862594545,,
6693,28917,5.507461146,5.473446088666666,5.507461146,
6694,28918,4.4752567555,4.257128680599999,4.233206213333333,4.25802776775
6695,28935,5.2921539289999995,,,
6696,28940,5.657311097000001,5.657311097000001,5.657311097000001,5.781982258999999
6697,28945,5.094471551,4.897243130142857,4.906805415333333,5.283702669333333
6698,28947,5.8360407610000005,5.8360407610000005,5.8360407610000005,5.8360407610000005
6699,28949,4.723016822,,,
6700,28951,4.154158974,,,4.154158974
6701,28954,3.862594545,,3.862594545,
6702,28956,6.153413856,6.153413856,6.153413856,6.153413856
6703,28964,4.977373731625001,5.327768485111111,5.448857965499999,5.093400067999999
6704,28968,4.1810494601874995,4.193449597833333,4.115996724833333,4.230950198133333
6705,28969,5.584137011,,,
6706,28970,5.2921539289999995,5.2921539289999995,5.2921539289999995,5.2921539289999995
6707,28971,6.014774739,,6.014774739,
6708,28972,5.2921539289999995,,5.7227838925,
6709,28980,4.860963034416667,4.2885832462,4.5260454345,4.6329394696923085
6710,28981,5.9075086605,5.129845541,6.2126305770000005,5.9075086605
6711,28984,4.8732315933749994,4.920196560571428,4.8990494123333335,4.9371073286666665
6712,28986,4.564423406,4.832873488333333,,5.885770109
6713,28988,3.9355267348000007,3.919132555,4.2034839705,4.1852141527499995
6714,28989,3.975670565,5.2921539289999995,5.3623947362,
6715,28996,5.722768362999999,,,4.723016822
6716,28998,5.8360407610000005,4.292650699,3.862594545,
6717,29003,4.57082128075,4.385998163,4.426863354714286,4.977402171428571
6718,29010,4.723016822,,3.862594545,5.2921539289999995
6719,29013,5.8360407610000005,,,5.8360407610000005
6720,29018,4.723016822,4.46319876075,4.0878932381999995,
6721,29020,6.014774739,6.014774739,5.8360407610000005,6.014774739
6722,29021,5.153538105,3.862594545,,
6723,29025,4.974842946,6.153413856,,4.974842946
6724,29030,3.919132555,3.862594545,4.181976379,
6725,29031,5.657311097000001,5.657311097000001,5.657311097000001,5.657311097000001
6726,29035,5.722768362999999,5.97467729,4.292650699,
6727,29038,5.2794899785,4.974842946,,4.9182636625
