uid,four_result
72758,0
72759,5.65474869
72765,4.358279363
72768,0
72771,5.6096353
72781,4.29671523
72785,4.11993846
72786,0
72789,0
72793,4.063284342
72798,5.484116156
72800,0
72803,4.109154781
72806,4.802037549
72812,4.382167799
72814,0
72820,4.190956664
72832,5.490632392
72833,0
72836,5.835207961
72845,0
72847,5.873734994
72848,0
72855,0
72857,5.168278605
72861,5.748819746
72862,0
72867,0
72868,0
72869,5.675601314
72872,0
72876,0
72881,0
72885,0
72887,6.076393727
72888,0
72896,0
72900,4.34447769
72907,6.268831525
72913,4.421615472
72914,0
72917,5.582412609
72919,4.118353414
72920,6.18484409
72921,4.346101159
72924,5.218665827
72925,0
72926,0
72930,0
72934,5.027200295
72935,4.721401007
72952,0
72956,4.179210544
72960,0
72966,0
72967,5.040252504
72971,4.742647019
72976,0
72978,0
72979,0
72983,3.81605421
72991,0
72992,5.77551149
72994,4.258127343
72995,0
72999,6.01895261
73004,0
73005,3.374078868
73007,3.970585369
73009,4.231713709
73012,0
73015,0
73019,0
73023,5.806502682
73026,4.018675935
73031,3.879086226
73037,4.608026549
73038,5.676052166
73039,4.05654574
73044,5.206986265
73047,5.779572892
73049,4.734907864
73051,4.088912465
73058,5.529081244
73068,6.00995123
73071,0
73072,0
73074,4.489753764
73082,5.962807835
73088,5.338204749
73091,5.61787016
73098,5.779151053
73100,0
73102,0
73104,0
73114,5.883374146
73116,0
73118,0
73119,0
73121,0
73123,0
73138,5.472116054
73147,4.660466767
73148,0
73152,0
73158,4.548594282
73168,0
73172,4.508695763
73174,5.549704136
73182,4.037157371
73193,5.62746877
73196,0
73197,0
73200,0
73203,0
73216,0
73219,5.493202506
73236,0
73238,0
73262,6.064988349
73264,5.357854265
73268,0
73270,0
73272,0
73283,3.943892297
73284,0
73297,3.702571017
73299,0
73300,0
73303,0
73308,0
73309,5.721972157
73310,5.487556358
73313,0
73319,4.295186707
73326,0
73328,5.291464017
73329,5.589408918
73330,0
73333,0
73335,5.717807934
73337,0
73341,0
73346,5.905529147
73353,0
73361,0
73364,4.323857893
73366,0
73367,0
73377,0
73381,0
73387,5.614481724
73392,5.965931141
73404,0
73414,5.758845145
73415,0
73420,0
73425,0
73430,5.477094238
73432,0
73433,4.1097846
73435,5.348349354
73441,0
73450,0
73451,4.634618965
73461,0
73463,4.538329375
73471,4.385656104
73473,5.439344827
73481,0
73485,4.308809241
73488,0
73490,3.860997729
73492,5.747955447
73494,5.485213462
73496,5.917890812
73497,0
73501,0
73504,5.660823333
73505,0
73506,6.030529736
73508,0
73511,4.625692026
73514,5.464507168
73515,0
73520,3.946915012
73522,0
73527,0
73539,0
73542,0
73556,4.57569852
73558,4.070708417
73562,4.281542093
73566,0
73567,4.406384389
73575,5.800177318
73576,0
73579,0
73581,0
73588,5.659536794
73598,0
73599,0
73602,5.315956719
73608,5.471206305
73609,0
73619,4.690003689
73625,0
73633,0
73636,0
73639,3.572855908
73640,0
73645,4.277164753
73647,0
73652,0
73662,0
73664,0
73665,0
73668,0
73671,0
73672,0
73681,3.319907707
73684,0
73685,4.220013891
73686,3.935909904
73701,4.967641933
73702,0
73707,0
73710,5.798031869
73711,5.261852059
73715,3.845789981
73716,3.958563715
73722,0
73723,5.70289205
73724,3.92725791
73725,6.098508211
73728,5.986544388
73731,0
73736,4.311189963
73747,4.099497859
73748,3.717203239
73758,5.718332692
73760,4.107672104
73764,4.388435208
73765,5.371999858
73778,5.590513833
73779,0
73782,5.63356981
73787,4.053754953
73791,5.505311644
73794,0
73797,0
73802,5.814373733
73806,4.50484019
73812,4.222600443
73824,0
73828,0
73829,0
73830,0
73844,0
73846,0
73851,5.783536468
73855,0
73859,3.837581141
73864,0
73868,4.118304669
73874,5.029966638
73875,0
73876,3.802692675
73881,0
73891,0
73892,4.011576034
73894,0
73897,4.592740886
73900,0
73902,5.806647374
73903,0
73904,0
73906,0
73907,4.797736502
73908,0
73916,0
73919,4.597682179
73920,0
73922,0
73929,0
73931,0
73937,0
73943,4.99612068
73944,5.092913836
73945,5.111883354
73946,0
73947,0
73951,4.088495209
73955,0
73961,0
73963,0
73980,0
73987,0
73992,4.271369328
73994,0
73996,6.094752082
73998,5.913297919
73999,4.350689454
74003,0
74007,5.621415911
74020,4.897403826
74021,0
74028,0
74035,0
74040,5.367691833
74041,6.214668478
74045,0
74047,4.136968037
74050,0
74052,5.64706956
74055,4.10157384
74058,4.300830946
74070,0
74076,4.225043595
74083,4.663878092
74085,5.107104079
74086,5.855303462
74093,4.317067411
74094,5.140284466
74095,5.566586211
74100,0
74113,0
74124,4.209407852
74126,3.62984782
74135,4.266663047
74136,4.401339265
74137,5.217360127
74138,0
74141,4.068919578
74147,0
74148,5.529971704
74149,0
74154,5.280500369
74166,0
74171,5.814659599
74172,4.258781819
74173,4.73329792
74176,5.00347919
74185,0
74188,5.658435422
74190,4.446090354
74195,0
74213,5.470997426
74217,5.333655461
74226,0
74227,0
74233,0
74235,0
74249,0
74256,4.397221976
74263,4.950432366
74275,4.453925477
74277,0
74278,4.674877883
74282,4.338557652
74283,0
74287,4.237056266
74288,5.70687856
74290,5.671746393
74293,6.321999182
74303,0
74306,0
74321,0
74326,5.544695044
74340,5.993445652
74342,5.959068643
74345,5.740579719
74346,0
74347,4.284868149
74348,3.32996557
74349,4.233795814
74351,5.455216715
74355,3.328799487
74359,0
74362,0
74364,0
74365,4.5046417
74406,0
74429,0
74434,4.770564319
74441,4.534126312
74451,5.165238187
74453,0
74454,5.326935072
74458,5.749100196
74459,0
74462,0
74466,5.419662026
74474,3.678863654
74476,0
74478,3.903849568
74481,5.304502978
74487,0
74488,0
74489,0
74496,6.162094718
74500,6.212000805
74508,0
74509,6.087867729
74515,4.701245636
74518,0
74521,0
74528,4.518436026
74535,4.140326184
74537,3.708080496
74545,4.394369216
74546,0
74548,4.431604874
74549,6.016181924
74554,0
74555,0
74557,0
74560,4.45977694
74562,4.331719593
74563,0
74566,4.197655816
74568,5.924485566
74571,4.700112547
74586,0
74587,0
74589,0
74590,4.759464511
74599,0
74602,4.565213502
74605,5.538175766
74608,4.016784135
74624,0
74629,5.476955222
74632,5.731517454
74633,4.528803509
74635,0
74636,5.806123582
74651,5.255976749
74667,5.509439604
74669,5.117953679
74671,4.598762876
74683,3.389642522
74685,0
74686,4.449273491
74687,4.633444696
74688,5.189243266
74707,4.326612755
74711,4.522415872
74715,3.658057118
74721,5.006256244
74729,0
74736,0
74739,5.850057687
74741,4.125298853
74742,0
74752,5.045692887
74753,4.285973902
74754,5.993190964
74770,5.412967751
74772,5.654854583
74773,5.6382754
74781,0
74785,0
74786,4.554772636
74787,0
74794,0
74795,4.27560455
74796,4.259624261
74799,0
74813,0
74819,4.017374673
74825,4.170065717
74826,0
74831,0
74850,0
74853,0
74855,5.028322373
74869,5.738606077
74878,0
74882,5.186579139
74891,0
74898,0
74902,4.662102157
74913,4.561099501
74917,0
74920,0
74928,0
74930,0
74933,4.157717671
74940,5.663303978
74942,0
74950,4.190862258
74951,0
74952,0
74955,0
74957,5.947034564
74961,5.994950452
74965,0
74970,4.535939821
74973,0
74976,6.148814795
74977,0
74982,0
74984,0
74988,5.199645412
74996,4.781487801
74997,5.694489398
74998,5.495277362
75004,0
75005,4.524855263
75007,4.13893842
75011,5.677727931
75014,0
75022,0
75024,0
75026,3.35771963
75027,0
75030,0
75033,5.723152462
75039,0
75048,5.836023543
75049,3.397471015
75064,5.768979453
75077,0
75078,5.050861977
75092,0
75093,4.484240574
75097,0
75100,5.35143628
75102,4.30753602
75105,0
75108,0
75109,0
75121,0
75131,4.356405674
75138,0
75144,5.888615914
75146,4.191370544
75148,3.349918938
75153,0
75156,4.66559808
75161,4.049981141
75163,0
75164,0
75165,5.580375772
75174,4.435884851
75178,4.729061186
75182,0
75194,0
75196,5.561461283
75203,0
75207,0
75216,4.377456822
75225,0
75229,5.572629869
75232,0
75246,6.277823641
75253,5.824909337
75270,3.754507246
75272,0
75274,4.739653284
75278,0
75279,0
75286,4.511596885
75287,0
75296,0
75305,4.218896248
75310,5.791776903
75312,4.352591984
75326,4.849833229
75331,5.43332931
75333,4.083163075
75334,0
75343,4.75672425
75345,0
75348,0
75354,0
75355,0
75365,4.611946206
75367,0
75369,4.601133227
75377,0
75397,3.795104923
75406,5.427355902
75409,5.093082131
75413,5.701598099
75416,5.300747692
75421,0
75432,5.70001392
75433,4.640415113
75435,5.229121467
75439,5.325848366
75445,3.832717857
75449,4.158222289
75452,0
75455,5.523010921
75463,0
75465,4.301717244
75466,0
75473,4.528360437
75479,4.513765601
75481,0
75489,0
75492,4.103779074
75495,0
75497,0
75501,5.265177765
75505,4.678569869
75510,0
75523,0
75524,0
75526,4.400441272
75527,5.616856351
75528,0
75535,0
75536,3.422936658
75541,0
75543,0
75553,0
75559,0
75560,5.27797319
75564,4.561049731
75569,5.624392682
75571,5.305179791
75576,3.732321104
75579,0
75582,5.799317519
75588,4.170080951
75593,0
75596,0
75600,5.269606492
75601,4.351359498
75604,5.641111122
75606,5.30461401
75613,5.290271024
75619,5.954326588
75630,0
75645,5.951576207
75647,5.162503167
75657,5.355854032
75659,0
75665,4.560193238
75666,0
75667,0
75671,4.708170193
75673,5.323195378
75682,0
75684,4.797918027
75689,0
75691,5.415883118
75706,5.753596417
75707,5.556237022
75718,4.766004855
75720,4.726931145
75723,0
75729,0
75731,5.07411867
75734,0
75737,0
75743,4.242563564
75745,0
75757,5.083039074
75765,0
75769,5.959896396
75773,0
75775,5.802820168
75776,5.027788176
75780,0
75782,4.410719264
75786,3.807239382
75793,3.780628427
75794,0
75795,4.626209079
75799,0
75801,4.899898434
75805,5.427278523
75808,0
75815,0
75822,5.288024227
75824,3.964848657
75831,5.885756152
75837,0
75838,4.443781743
75839,4.508095347
75842,0
75844,4.26640167
75846,0
75847,0
75849,0
75852,5.055753548
75858,3.19289098
75872,4.383166718
75882,3.327045748
75887,0
75890,4.288869337
75897,0
75901,0
75903,0
75904,0
75911,0
75916,0
75932,3.837078137
75941,4.272626437
75944,6.138037499
75946,0
75951,0
75954,0
75959,3.671707849
75966,0
75969,0
75973,5.529026498
75977,0
75978,5.050851105
75990,5.431642658
75992,4.034549104
75994,0
75999,5.307566621
76017,5.715560939
76021,0
76025,0
76026,3.988968465
76034,0
76035,0
76041,5.32139467
76055,0
76058,4.621360865
76065,0
76066,4.145747416
76080,0
76093,0
76106,0
76112,0
76115,4.244508129
76121,4.953885881
76144,0
76155,0
76157,0
76164,0
76167,0
76179,4.554510715
76183,5.618227856
76185,0
76198,0
76203,4.436329139
76213,4.245931043
76220,4.826700275
76224,0
76238,4.387136811
76241,5.946917823
76247,5.500996896
76251,4.080582695
76252,5.820412866
76271,0
76274,5.949147249
76278,0
76280,4.618618613
76287,3.358073883
76289,4.090151288
76296,0
76299,6.075419239
76310,6.046369081
76317,0
76319,5.47982251
76322,3.885612999
76324,0
76331,0
76332,0
76333,4.387174791
76335,3.635124361
76336,4.523356459
76339,0
76352,0
76355,0
76364,5.415869914
76368,0
76369,0
76373,4.002766324
76376,0
76387,4.365514516
76398,5.415667303
76399,4.559293327
76400,4.406019205
76402,0
76404,5.783700381
76408,5.496211079
76411,0
76415,4.633106714
76419,0
76421,4.791681336
76424,0
76432,4.317279417
76433,0
76434,4.915272138
76443,4.946725962
76447,0
76452,0
76462,0
76476,4.068345995
76480,0
76489,4.459504967
76492,0
76496,0
76498,4.243209337
76507,5.789734221
76512,0
76515,0
76516,0
76519,5.771755
76521,5.379783419
76523,5.944079999
76528,0
76541,0
76542,4.223946305
76544,0
76548,0
76553,4.42900279
76561,0
76568,4.040873843
76572,0
76585,0
76587,5.530745192
76589,4.594873527
76603,5.520841407
76610,4.303642004
76613,5.905708169
76617,0
76620,0
76622,5.65101686
76623,3.257137879
76627,4.194328291
76628,5.984387874
76629,0
76641,6.242919223
76646,5.591211197
76656,0
76657,0
76660,3.285428649
76664,3.984998806
76672,0
76685,0
76687,5.917376004
76692,0
76694,4.097368475
76699,0
76701,5.548411367
76703,0
76706,0
76723,4.396265406
76733,4.232104177
76742,6.014011379
76744,5.211750776
76746,0
76753,0
76754,5.986968584
76755,0
76757,4.912706875
76761,0
76765,5.482625517
76770,3.904649482
76779,0
76783,5.776289905
76786,4.356881869
76790,5.836947974
76794,0
76797,4.473358129
76800,0
76808,4.315487371
76810,4.606985887
76813,0
76823,4.858262674
76825,0
76832,0
76834,5.749337683
76839,0
76842,0
76849,4.271715603
76854,0
76855,6.18453393
76856,5.931424063
76867,5.677670081
76875,4.954985961
76889,5.045190979
76898,5.588199202
76913,4.436056072
76928,0
76953,0
76963,0
76969,4.103902451
76978,5.113651896
76979,5.886564658
76982,3.922116432
76983,3.866791637
76985,5.471734479
76991,0
77000,4.211278675
77005,6.199070994
77008,5.872151122
77009,0
77014,0
77018,0
77019,5.498131122
77021,0
77023,0
77027,5.426505037
77028,5.516333857
77037,0
77046,0
77053,0
77056,0
77066,5.748042216
77090,5.855605675
77097,3.203528821
77099,3.916109386
77100,0
77102,5.836771088
77105,4.137240463
77106,0
77107,4.309278304
77108,5.627972536
77109,0
77128,5.647141921
77129,0
77130,0
77132,0
77136,5.819952328
77138,5.336132431
77139,0
77146,5.81283373
77159,3.759614834
77167,4.81599952
77171,4.491345745
77176,5.431497333
77183,4.552295134
77184,0
77187,0
77189,5.254327839
77191,0
77199,0
77200,0
77201,5.103449813
77202,3.891527703
77205,0
77207,4.427399344
77208,6.194525305
77209,0
77211,0
77229,4.212580215
77233,0
77244,0
77252,4.811899862
77254,3.584846929
77256,4.631773569
77260,0
77268,6.124453856
77271,4.043634
77272,4.305052644
77282,4.786005155
77285,5.138889234
77287,0
77291,5.249403503
77297,0
77299,4.08998462
77300,0
77305,4.010075853
77306,5.424602299
77313,0
77318,0
77321,4.666203854
77328,0
77329,0
77345,5.554049763
77349,5.639827202
77350,5.552167803
77355,4.138160185
77358,4.038502416
77360,0
77368,0
77371,4.518833742
77374,0
77376,5.828742337
77383,0
77387,4.961714337
77399,0
77402,4.543099708
77404,0
77410,6.460156408
77411,3.24732279
77415,4.235475669
77417,5.103670003
77418,4.07567204
77432,0
77440,4.028649063
77444,4.255357527
77456,4.224224812
77459,0
77460,3.271137
77462,4.912860235
77464,0
77465,5.8801489
77466,0
77476,3.244474699
77493,0
77496,0
77507,0
77514,4.232222991
77515,4.336539146
77520,5.980752136
77523,0
77524,5.948800966
77526,0
77530,0
77538,5.599995697
77540,4.30382774
77543,5.857822817
77547,0
77549,0
77556,4.582195603
77562,4.256836015
77564,3.214997744
77568,0
77571,0
77579,5.591309494
77591,4.596662395
77597,3.957532453
77601,0
77604,5.655300481
77607,3.469652691
77615,5.840494237
77616,0
77619,0
77624,5.321559478
77629,0
77630,0
77634,0
77636,0
77650,0
77651,6.139374033
77655,0
77657,0
77659,4.29751565
77662,0
77664,0
77665,3.426794119
77669,5.014726373
77674,4.708129649
77678,3.866845329
77682,4.094435018
77683,4.788825205
77690,5.245117353
77691,0
77707,0
77712,4.354859765
77723,0
77727,4.97750699
77734,0
77738,0
77739,0
77740,4.979017087
77749,0
77754,5.205227327
77756,4.470228014
77764,0
77768,5.574451065
77771,5.043860859
77774,4.195057467
77775,0
77780,5.968457734
77786,4.433239581
77788,3.320894857
77792,5.985403741
77794,5.691654437
77797,5.464586233
77799,0
77802,0
77806,0
77811,5.628667291
77814,0
77815,4.55976589
77820,0
77822,5.893409191
77827,4.653283575
77828,0
77829,0
77833,0
77839,5.806237043
77840,0
77841,5.634202629
77846,5.448263946
77848,4.787632808
77853,0
77856,4.337138556
77865,6.06678026
77866,0
77874,5.861760071
77879,5.323148237
77883,5.816467642
77890,5.408130271
77892,4.443569805
77893,0
77895,0
77897,5.098770943
77902,3.916832099
77921,0
77922,0
77925,0
77929,3.667244168
77935,4.349296374
77938,0
77939,0
77952,4.3778807
77965,3.927802442
77970,0
77971,5.483205823
77983,0
77993,3.720967628
77999,0
78009,4.684436387
78012,0
78014,5.901968957
78016,4.469084852
78024,5.9664485
78033,0
78039,5.525892702
78040,0
78049,4.098783482
78050,4.416538818
78051,6.033298687
78060,4.94004484
78065,0
78066,4.793608443
78067,0
78069,0
78079,4.480990313
78081,0
78090,3.978903924
78101,5.678484977
78112,4.629375044
78113,0
78116,0
78117,5.090090307
78119,0
78121,0
78128,5.577908055
78137,5.398327385
78138,4.098319105
78140,3.744211883
78141,0
78146,3.205061665
78148,4.336672304
78149,4.291364772
78155,0
78165,0
78167,4.493658995
78168,5.217378142
78176,0
78178,4.153352907
78179,6.047984825
78180,0
78189,5.662002004
78195,4.504884507
78212,0
78213,0
78216,5.425879472
78217,5.227526025
78218,4.107994478
78220,5.025053765
78226,4.349132289
78227,4.043191543
78232,0
78238,0
78239,0
78244,0
78247,4.664879802
78248,4.516923506
78249,5.319364442
78251,3.940782503
78253,5.453916628
78262,4.517440971
78263,0
78264,4.311562561
78266,5.712159924
78267,3.670666125
78268,5.672238287
78276,5.553578943
78281,4.472706672
78282,5.346198094
78288,0
78303,5.364101892
78304,5.711403941
78307,0
78310,0
78317,0
78321,5.534901036
78323,4.647612163
78327,0
78329,0
78336,0
78342,0
78344,0
78358,5.389843183
78359,0
78363,4.372078516
78364,5.08219609
78365,0
78366,4.535989036
78374,4.632543814
78375,6.067551942
78379,0
78384,0
78385,4.391430328
78388,5.848875609
78389,0
78393,0
78395,0
78399,6.192367583
78414,0
78416,0
78418,5.778772958
78419,0
78424,5.101708245
78425,5.714156782
78441,5.909933347
78445,6.108101463
78457,0
78460,0
78466,5.255642706
78471,4.380365228
78476,0
78480,5.73552868
78481,4.088895537
78485,4.232162901
78490,5.987396631
78491,4.576777105
78496,4.314390928
78501,4.336519222
78519,0
78524,4.327773071
78526,0
78527,6.117292699
78538,4.039216029
78562,5.245953691
78574,5.436588186
78579,4.148880895
78581,5.49234481
78589,0
78590,4.494922099
78594,0
78600,5.215791171
78608,0
78615,4.746896147
78617,0
78626,0
78627,0
78629,4.405983557
78636,4.685799178
78649,5.909047497
78655,5.946463087
78660,0
78661,5.699677249
78666,5.530937311
78667,0
78670,5.12671446
78675,0
78678,3.889057851
78686,5.846545465
78687,0
78698,0
78699,4.284816358
78710,0
78714,0
78716,4.453565936
78720,4.55851364
78724,0
78730,6.028098774
78740,0
78741,5.661327555
78742,0
78751,0
78759,5.762281009
78762,0
78763,6.033357891
78765,0
78770,4.640958663
78776,4.385486095
78780,5.910619669
78781,0
78784,0
78787,6.003738009
78789,5.599299923
78790,3.737475961
78792,6.123944402
78796,0
78803,5.81667822
78807,5.521597689
78809,0
78810,5.776434916
78815,4.609885955
78816,0
78819,5.428542461
78822,5.492019132
78836,0
78858,0
78863,5.365002767
78864,5.729310635
78865,0
78869,3.306197994
78872,4.598926558
78874,4.769899604
78880,4.059436413
78881,0
78887,0
78888,4.271822664
78889,0
78895,5.321131565
78896,0
78899,0
78901,3.833741125
78906,4.125395826
78910,4.161663958
78917,0
78926,4.674212367
78930,0
78932,4.455082419
78945,0
78948,4.13471271
78952,0
78962,0
78967,5.766733937
78983,0
78987,5.480108249
79001,6.076571489
79009,4.075784176
79012,0
79014,4.764846816
79016,5.612739171
79022,3.880212483
79026,0
79030,4.349334213
79032,5.819118097
79037,5.539837559
79039,0
79040,5.740670322
79047,0
79050,0
79051,0
79052,0
79053,0
79063,0
79070,5.508018129
79072,0
79075,5.796950957
79077,5.906156312
79083,0
79087,0
79090,0
79107,4.392411492
79112,0
79115,0
79121,4.678812587
79122,4.54976187
79123,0
79126,4.20261234
79128,4.085077262
79132,0
79148,5.357286248
79157,0
79158,0
79163,0
79167,5.191299379
79174,0
79176,5.418773288
79178,4.769212535
79185,0
79196,5.128671666
79197,4.171512157
79198,5.01416408
79199,4.745979999
79204,5.071832133
79207,0
79222,6.154172276
79228,0
79232,0
79240,5.336224628
79243,0
79246,0
79251,4.110549211
79254,0
79263,0
79269,4.491558776
79273,0
79277,3.81725852
79279,4.406193744
79282,5.649976335
79286,0
79287,5.807285429
79293,5.495789337
79295,3.972116092
79296,4.373405995
79304,0
79308,5.779263654
79312,0
79314,4.30052071
79321,3.381336347
79336,4.230119737
79344,0
79352,0
79357,4.820568205
79360,4.583330998
79361,5.910160572
79363,4.041150858
79365,4.401073972
79370,3.790278739
79374,0
79380,5.352861747
79382,0
79388,0
79398,0
79404,0
79406,6.027378266
79408,3.173671076
79411,0
79415,0
79417,0
79424,0
79433,0
79440,5.580547865
79446,0
79447,5.688264078
79448,4.260410559
79454,0
79457,0
79466,5.380543961
79469,3.976493435
79470,4.433501384
79473,4.368098313
79475,5.451415167
79476,5.628406277
79478,3.219595116
79483,0
79490,0
79491,5.527413487
79492,3.80321038
79497,3.833294746
79504,3.776182334
79507,0
79508,4.699428201
79521,5.511662495
79524,5.44212231
79530,0
79534,4.260531039
79541,4.916541685
79543,0
79547,4.254840132
79557,0
79559,5.288463204
79563,4.693147482
79566,0
79570,5.462042919
79572,4.267897907
79577,5.242484613
79581,0
79582,5.182645462
79588,0
79589,6.119390538
79591,5.602616199
79592,4.566933478
79594,4.337391613
79599,4.084509228
79610,0
79611,0
79615,4.234359483
79617,5.178138216
79622,3.736741671
79628,0
79629,5.249919408
79634,0
79640,0
79643,6.182995508
79644,0
79649,5.92054255
79650,0
79659,5.589188377
79660,4.370439575
79663,0
79665,0
79672,0
79674,4.48963754
79677,6.207097988
79683,4.563693004
79700,0
79701,4.213332425
79702,4.403171
79704,0
79707,4.196284549
79710,0
79712,5.817460896
79715,5.414833143
79717,5.917218148
79725,0
79727,0
79731,0
79733,0
79737,4.165973522
79740,3.932557463
79743,0
79745,4.184463773
79746,5.819871839
79755,0
79757,5.311436684
79762,0
79765,4.056908972
79768,0
79769,0
79770,5.565992715
79779,5.917979535
79786,0
79794,5.073641185
79796,4.437147785
79805,0
79806,0
79807,0
79810,5.621634152
79817,0
79825,5.148168086
79833,0
79844,3.762009915
79846,4.655909369
79857,4.262837312
79860,0
79869,6.057111498
79872,0
79874,4.077030231
79876,0
79882,4.139269921
79885,4.07664326
79886,5.735123769
79890,0
79892,0
79894,0
79895,0
79900,5.753584652
79901,0
79903,0
79905,4.351301191
79909,4.383982833
79910,0
79916,6.275534394
79918,3.345587806
79921,4.506531188
79927,5.974748269
79931,5.941995397
79934,6.120211557
79935,0
79937,5.648312782
79943,0
79945,0
79946,0
79955,4.837745413
79963,5.407018848
79966,5.472429438
79970,5.773368623
79973,5.328662346
79985,0
79993,0
79995,5.262154331
79997,4.322789686
79999,0
80002,5.558124989
80015,4.227025398
80019,0
80022,5.561661766
80027,0
80029,0
80030,0
80031,3.29910956
80037,0
80041,4.394706992
80043,0
80049,3.286557242
80059,0
80060,5.171955395
80072,0
80073,5.399568347
80088,5.390321924
80101,3.817572059
80115,0
80116,0
80126,4.267449334
80127,4.500998799
80128,0
80130,0
80137,5.386852589
80138,5.047459276
80139,0
80140,6.663004028
80148,5.232831174
80150,5.701302676
80154,0
80155,4.133120669
80156,6.131141492
80162,4.958748785
80168,5.754435843
80171,0
80179,5.513398678
80186,0
80188,4.127998166
80190,5.893789091
80193,5.934293749
80195,0
80197,0
80198,4.534159499
80199,0
80205,4.501146505
80207,0
80220,0
80226,0
80237,0
80240,3.925934671
80243,0
80247,0
80249,6.181026035
80260,4.124668368
80266,5.251470898
80269,5.325064599
80273,5.564064599
80275,3.922854601
80282,0
80290,4.203169011
80295,4.258694467
80296,4.010559884
80298,5.731033138
80301,0
80306,5.29691545
80313,5.464687051
80321,4.291749363
80322,4.781608028
80328,4.429854061
80333,5.044784131
80336,4.398595047
80338,4.542843561
80339,4.249718704
80344,4.68935467
80345,0
80346,4.269300899
80359,4.716149366
80365,4.177985927
80390,6.155601859
80397,4.660812613
80399,5.653681866
80407,5.328292982
80414,4.020375552
80417,5.310659165
80422,5.420794054
80435,0
80446,4.009539012
80449,0
80453,0
80454,0
80455,4.452925076
80457,0
80460,3.955460679
80462,0
80463,4.694662013
80468,0
80473,4.276178885
80475,4.148789953
80477,5.890639247
80483,4.356370452
80484,0
80488,0
80492,5.030986906
80511,0
80512,5.426196084
80515,4.303002265
80527,4.851200638
80530,3.831858489
80541,4.545411407
80547,5.889884368
80549,4.480312337
80558,4.35893071
80559,0
80565,0
80569,5.106863026
80573,0
80590,3.738333549
80604,0
80610,4.139774474
80616,0
80618,3.726770564
80619,3.801756004
80622,4.340654549
80627,0
80628,0
80635,5.586067791
80640,0
80643,0
80644,5.161787205
80649,5.830776234
80657,4.7346074
80663,0
80670,0
80680,4.419770021
80684,0
80698,3.859978513
80701,4.493152415
80708,5.41816963
80714,6.003694529
80725,4.030368641
80726,0
80727,0
80734,0
80737,3.932086102
80741,0
80743,4.355971111
80745,4.529039967
80749,3.224673131
80750,0
80757,4.036201275
80758,3.894531883
80765,4.039465797
80767,5.483560245
80779,4.903596271
80794,4.547624816
80800,0
80801,5.45639218
80804,0
80821,0
80822,4.01803128
80827,4.223747109
80830,0
80832,0
80841,0
80849,0
80853,4.118603749
80856,5.462167954
80860,0
80873,4.64787801
80875,4.580644907
80876,4.214987019
80885,5.657944786
80889,0
80890,4.609222957
80893,5.517780577
80896,0
80897,5.660171721
80898,4.488597087
80904,5.380736972
80905,0
80906,0
80912,5.641540018
80917,4.536063152
80921,5.304028946
80923,0
80939,4.172501466
80945,5.244876783
80951,0
80952,0
80953,4.426137838
80956,4.484333792
80966,0
80969,4.061677746
80972,0
80984,0
80987,5.026460538
80993,0
80999,0
81005,0
81007,0
81011,4.085508508
81012,0
81016,0
81017,5.263997953
81021,4.199773278
81032,4.167175188
81033,5.735491526
81049,0
81051,0
81053,5.657626344
81054,4.766872616
81062,0
81063,5.186950248
81064,5.810179837
81065,0
81069,5.479709609
81078,0
81080,5.510681519
81081,3.823832543
81085,0
81094,0
81095,5.780805722
81098,0
81106,4.468728884
81107,0
81116,3.349098284
81120,0
81122,0
81127,4.615782947
81128,3.986633983
81131,0
81134,4.539988506
81143,3.253480205
81144,4.15457926
81147,5.113658859
81151,0
81153,3.841230599
81155,5.411694202
81157,4.730958749
81158,0
81159,5.013108444
81162,0
81166,3.467113578
81179,0
81180,4.234758486
81182,4.501786097
81195,4.457068977
81198,5.395032809
81203,0
81204,4.446432751
81209,4.90233746
81212,4.457865524
81216,5.462753668
81225,5.625575455
81226,5.914472704
81228,5.65757304
81229,4.024200471
81231,0
81233,0
81238,5.658348061
81242,0
81244,5.652576995
81260,5.197595666
81264,0
81267,5.319658388
81269,5.648409558
81273,0
81274,4.341036108
81279,4.36999819
81293,0
81295,5.877761148
81302,5.63621191
81303,0
81308,5.456569457
81310,5.611380783
81315,4.294998348
81331,0
81354,4.64826218
81361,0
81366,0
81369,0
81371,5.475983047
81372,5.499015758
81384,4.383678993
81385,5.732578813
81388,5.617637122
81393,0
81395,0
81398,4.699684043
81407,0
81409,5.21989636
81415,5.725927831
81421,0
81430,5.395021934
81433,0
81435,5.258104152
81437,6.157890126
81452,3.318395988
81457,0
81463,6.076967716
81465,0
81466,4.202422845
81468,3.907946801
81470,4.494691657
81474,0
81479,5.599029257
81481,3.877485928
81486,6.076915358
81487,4.123641908
81503,5.872978262
81511,4.016908798
81517,3.978019428
81520,5.628933312
81523,0
81527,0
81532,0
81540,0
81541,4.18711805
81543,5.730834695
81551,5.499387693
81553,0
81563,0
81574,5.884507818
81575,0
81578,3.709608352
81579,4.07644293
81591,5.755632527
81602,5.64733341
81605,4.366905144
81606,0
81610,5.028268578
81611,0
81632,5.328678619
81633,4.182615968
81635,0
81638,3.732863444
81645,3.95288884
81653,5.307798644
81657,5.624453233
81660,5.730871535
81661,0
81669,4.491934598
81671,4.162831536
81673,0
81675,0
81681,5.703707029
81682,5.911185695
81683,4.391613975
81699,0
81705,4.40442224
81711,6.075923347
