uid,DT1,DT2
26330,5.712184232,5.335096216
26331,5.712184232,5.548099523
26343,5.712184232,5.720641111
26344,5.712184232,6.375312668
26346,4.537041171,3.867734675
26352,0,0
26354,4.537041171,4.562756508
26355,5.712184232,5.720641111
26356,0,0
26359,5.712184232,5.926703631
26360,0,0
26362,5.712184232,5.926703631
26364,5.712184232,5.720641111
26365,5.712184232,5.548099523
26366,4.537041171,5.010187954
26370,4.537041171,5.010187954
26371,0,0
26375,0,0
26377,4.537041171,4.562756508
26378,4.537041171,3.867734675
26380,0,0
26383,4.537041171,4.72894624
26385,5.712184232,5.926703631
26391,0,0
26393,4.537041171,5.010187954
26396,0,0
26397,0,0
26404,5.712184232,5.335096216
26407,5.712184232,5.720641111
26409,4.537041171,5.010187954
26410,0,0
26414,5.712184232,5.720641111
26416,5.712184232,6.375312668
26419,4.537041171,4.72894624
26421,0,0
26424,5.712184232,5.720641111
26429,0,0
26433,4.537041171,4.263811093
26434,0,0
26440,5.712184232,6.146756872
26442,4.537041171,3.867734675
26444,0,0
26446,4.537041171,4.72894624
26447,0,0
26451,5.712184232,6.375312668
26457,0,0
26460,0,0
26461,5.712184232,5.335096216
26462,5.712184232,5.178264079
26463,4.537041171,5.010187954
26466,0,0
26468,0,0
26475,0,0
26476,4.537041171,4.876908061
26480,0,0
26483,4.537041171,4.41111722
26487,0,0
26489,0,0
26491,5.712184232,5.720641111
26497,4.537041171,4.562756508
26499,5.712184232,5.335096216
26503,5.712184232,6.146756872
26507,4.537041171,4.04030148
26508,4.537041171,4.72894624
26509,5.712184232,5.720641111
26510,5.712184232,5.720641111
26514,5.712184232,5.178264079
26517,4.537041171,5.010187954
26526,0,0
26527,4.537041171,4.72894624
26529,5.712184232,5.926703631
26530,0,0
26535,5.712184232,5.720641111
26536,4.537041171,5.010187954
26538,4.537041171,5.010187954
26539,4.537041171,4.562756508
26542,4.537041171,4.263811093
26543,0,0
26546,5.712184232,5.548099523
26550,5.712184232,6.146756872
26551,5.712184232,5.720641111
26556,0,0
26558,5.712184232,6.375312668
26562,4.537041171,4.263811093
26565,0,0
26569,4.537041171,4.562756508
26571,0,0
26574,0,0
26578,0,0
26579,5.712184232,5.178264079
26581,5.712184232,5.335096216
26588,4.537041171,4.263811093
26589,0,0
26591,5.712184232,6.146756872
26596,0,0
26597,4.537041171,4.263811093
26600,0,0
26601,4.537041171,4.562756508
26603,0,0
26605,4.537041171,4.562756508
26609,0,0
26610,5.712184232,5.548099523
26617,5.712184232,5.178264079
26618,5.712184232,5.926703631
26619,4.537041171,4.72894624
26627,4.537041171,4.263811093
26628,4.537041171,3.867734675
26630,0,0
26632,5.712184232,5.335096216
26636,0,0
26640,0,0
26643,5.712184232,5.720641111
26644,4.537041171,4.263811093
26655,4.537041171,4.562756508
26656,5.712184232,5.335096216
26659,0,0
26660,4.537041171,4.876908061
26664,0,0
26666,5.712184232,5.335096216
26667,5.712184232,5.720641111
26668,0,0
26669,0,0
26671,4.537041171,3.867734675
26675,5.712184232,6.375312668
26680,5.712184232,5.720641111
26681,4.537041171,4.72894624
26688,0,0
26694,0,0
26695,5.712184232,5.720641111
26696,0,0
26700,0,0
26703,0,0
26705,5.712184232,5.335096216
26708,0,0
26716,5.712184232,5.926703631
26718,0,0
26722,0,0
26723,0,0
26725,4.537041171,4.263811093
26731,0,0
26733,4.537041171,5.010187954
26734,5.712184232,5.720641111
26741,5.712184232,5.926703631
26743,0,0
26752,0,0
26756,0,0
26757,0,0
26759,5.712184232,5.178264079
26761,4.537041171,5.010187954
26764,0,0
26765,0,0
26767,4.537041171,4.562756508
26773,4.537041171,4.562756508
26775,0,0
26778,5.712184232,5.926703631
26780,4.537041171,4.562756508
26783,0,0
26784,0,0
26785,5.712184232,5.178264079
26788,5.712184232,6.146756872
26791,4.537041171,4.04030148
26793,5.712184232,5.178264079
26796,5.712184232,5.720641111
26800,0,0
26802,5.712184232,5.720641111
26806,5.712184232,6.375312668
26821,5.712184232,5.335096216
26826,0,0
26827,0,0
26834,4.537041171,4.562756508
26836,0,0
26845,0,0
26852,0,0
26855,4.537041171,4.41111722
26857,4.537041171,4.263811093
26858,5.712184232,5.720641111
26860,0,0
26865,0,0
26868,0,0
26869,0,0
26874,0,0
26875,5.712184232,5.926703631
26877,4.537041171,5.010187954
26878,4.537041171,4.41111722
26880,0,0
26881,0,0
26882,0,0
26883,0,0
26886,0,0
26888,5.712184232,6.146756872
26894,0,0
26895,0,0
26900,5.712184232,5.335096216
26902,5.712184232,5.720641111
26904,5.712184232,5.926703631
26905,4.537041171,4.562756508
26907,0,0
26910,0,0
26911,0,0
26917,4.537041171,4.263811093
26922,5.712184232,5.926703631
26928,5.712184232,5.720641111
26929,4.537041171,4.876908061
26931,5.712184232,6.697802267
26933,5.712184232,5.335096216
26935,5.712184232,5.335096216
26937,5.712184232,5.178264079
26948,4.537041171,4.562756508
26949,0,0
26951,5.712184232,5.178264079
26953,5.712184232,5.926703631
26956,4.537041171,4.72894624
26958,0,0
26959,5.712184232,5.548099523
26960,5.712184232,6.146756872
26961,0,0
26966,0,0
26970,4.537041171,4.72894624
26971,0,0
26973,4.537041171,4.263811093
26974,0,0
26979,4.537041171,4.72894624
26981,5.712184232,6.375312668
26983,4.537041171,4.04030148
26986,4.537041171,4.72894624
26987,5.712184232,5.335096216
26988,4.537041171,4.41111722
26990,0,0
26991,0,0
26993,5.712184232,5.178264079
26998,5.712184232,6.146756872
27002,0,0
27005,5.712184232,5.720641111
27012,4.537041171,4.263811093
27013,4.537041171,5.010187954
27015,5.712184232,5.720641111
27016,5.712184232,5.720641111
27017,5.712184232,6.146756872
27018,5.712184232,5.720641111
27021,0,0
27022,0,0
27026,5.712184232,5.720641111
27027,5.712184232,5.926703631
27029,4.537041171,4.562756508
27030,0,0
27033,5.712184232,5.720641111
27040,0,0
27045,5.712184232,5.720641111
27046,0,0
27047,4.537041171,4.72894624
27048,5.712184232,5.335096216
27049,0,0
27050,4.537041171,4.72894624
27052,0,0
27053,4.537041171,4.41111722
27055,4.537041171,4.72894624
27059,5.712184232,5.926703631
27060,0,0
27064,5.712184232,6.146756872
27076,0,0
27078,4.537041171,4.72894624
27080,0,0
27082,5.712184232,5.720641111
27084,5.712184232,5.548099523
27086,5.712184232,5.178264079
27087,5.712184232,5.335096216
27089,0,0
27092,0,0
27093,0,0
27094,5.712184232,5.926703631
27096,4.537041171,4.263811093
27101,5.712184232,5.335096216
27105,4.537041171,4.72894624
27108,0,0
27110,5.712184232,5.548099523
27113,0,0
27116,0,0
27120,4.537041171,5.010187954
27123,4.537041171,4.72894624
27125,4.537041171,4.876908061
27127,4.537041171,4.41111722
27129,5.712184232,5.720641111
27130,5.712184232,5.720641111
27131,4.537041171,4.04030148
27132,0,0
27138,0,0
27140,0,0
27141,4.537041171,5.010187954
27149,5.712184232,5.178264079
27151,0,0
27153,0,0
27154,0,0
27156,4.537041171,3.867734675
27157,5.712184232,5.335096216
27159,0,0
27162,4.537041171,4.72894624
27166,0,0
27167,0,0
27170,0,0
27172,5.712184232,5.335096216
27174,0,0
27179,4.537041171,4.41111722
27182,0,0
27184,4.537041171,4.263811093
27185,4.537041171,4.876908061
27188,4.537041171,4.263811093
27191,0,0
27192,4.537041171,4.41111722
27194,4.537041171,4.72894624
27196,0,0
27197,4.537041171,5.010187954
27199,5.712184232,5.720641111
27200,5.712184232,5.335096216
27203,5.712184232,5.335096216
27205,4.537041171,5.010187954
27207,0,0
27209,4.537041171,5.010187954
27210,5.712184232,6.146756872
27211,0,0
27214,0,0
27215,0,0
27217,0,0
27220,0,0
27221,5.712184232,5.178264079
27222,0,0
27223,4.537041171,5.010187954
27227,0,0
27228,0,0
27231,4.537041171,4.72894624
27233,0,0
27234,0,0
27235,4.537041171,4.04030148
27236,4.537041171,3.867734675
27241,5.712184232,5.335096216
27244,0,0
27248,0,0
27251,5.712184232,5.335096216
27253,0,0
27259,0,0
27262,5.712184232,5.720641111
27267,4.537041171,4.04030148
27268,0,0
27271,0,0
27273,0,0
27276,0,0
27277,0,0
27278,0,0
27282,5.712184232,5.335096216
27288,5.712184232,5.926703631
27291,0,0
27293,4.537041171,4.876908061
27297,0,0
27298,5.712184232,5.720641111
27300,5.712184232,5.720641111
27302,4.537041171,4.72894624
27305,0,0
27310,5.712184232,5.335096216
27315,0,0
27321,0,0
27324,0,0
27325,0,0
27327,5.712184232,5.178264079
27330,0,0
27333,5.712184232,5.926703631
27335,4.537041171,4.72894624
27338,4.537041171,4.263811093
27340,0,0
27341,4.537041171,4.41111722
27343,0,0
27348,4.537041171,4.41111722
27351,5.712184232,5.335096216
27355,0,0
27357,0,0
27358,0,0
27359,0,0
27362,0,0
27369,0,0
27375,0,0
27379,0,0
27382,5.712184232,5.335096216
27386,0,0
27392,0,0
27396,5.712184232,5.720641111
27398,0,0
27399,5.712184232,5.335096216
27401,5.712184232,6.375312668
27405,5.712184232,5.720641111
27408,0,0
27409,0,0
27411,4.537041171,4.562756508
27413,5.712184232,5.720641111
27415,0,0
27416,5.712184232,5.926703631
27417,4.537041171,5.010187954
27422,0,0
27425,5.712184232,5.548099523
27427,4.537041171,4.72894624
27428,4.537041171,4.263811093
27431,0,0
27433,0,0
27434,0,0
27441,5.712184232,5.335096216
27444,5.712184232,5.926703631
27447,0,0
27449,5.712184232,5.178264079
27450,0,0
27451,5.712184232,6.375312668
27452,5.712184232,6.146756872
27457,0,0
27469,0,0
27471,4.537041171,4.263811093
27472,4.537041171,4.41111722
27475,0,0
27476,0,0
27481,5.712184232,5.335096216
27483,0,0
27490,0,0
27492,5.712184232,5.926703631
27495,0,0
27498,5.712184232,5.926703631
27502,4.537041171,4.41111722
27503,5.712184232,5.548099523
27504,0,0
27505,0,0
27506,0,0
27507,4.537041171,5.010187954
27509,0,0
27511,5.712184232,6.375312668
27513,4.537041171,4.72894624
27518,5.712184232,5.335096216
27520,4.537041171,4.263811093
27521,4.537041171,5.010187954
27526,0,0
27528,5.712184232,5.926703631
27529,5.712184232,5.178264079
27532,0,0
27537,5.712184232,5.720641111
27538,0,0
27539,0,0
27541,5.712184232,5.926703631
27543,5.712184232,5.178264079
27544,0,0
27548,5.712184232,5.548099523
27553,0,0
27555,5.712184232,5.335096216
27556,5.712184232,6.146756872
27559,4.537041171,4.562756508
27565,0,0
27566,5.712184232,5.335096216
27567,5.712184232,6.697802267
27568,5.712184232,5.926703631
27573,0,0
27576,0,0
27577,0,0
27580,0,0
27585,0,0
27587,4.537041171,4.263811093
27599,0,0
27600,0,0
27601,4.537041171,5.010187954
27603,5.712184232,5.720641111
27604,0,0
27606,4.537041171,5.010187954
27607,0,0
27611,4.537041171,4.876908061
27614,4.537041171,4.72894624
27615,5.712184232,6.697802267
27620,5.712184232,5.720641111
27629,0,0
27630,5.712184232,5.335096216
27636,5.712184232,5.926703631
27638,5.712184232,5.548099523
27639,4.537041171,4.41111722
27642,0,0
27643,5.712184232,5.926703631
27644,5.712184232,5.926703631
27645,5.712184232,5.720641111
27648,5.712184232,5.720641111
27653,0,0
27658,4.537041171,5.010187954
27664,5.712184232,5.926703631
27667,4.537041171,4.41111722
27668,5.712184232,5.720641111
27669,0,0
27670,0,0
27676,4.537041171,4.04030148
27678,4.537041171,4.263811093
27680,0,0
27685,0,0
27690,5.712184232,5.720641111
27692,5.712184232,5.335096216
27694,5.712184232,5.720641111
27697,0,0
27698,0,0
27699,5.712184232,5.720641111
27700,4.537041171,4.72894624
27705,5.712184232,5.720641111
27706,4.537041171,5.010187954
27707,0,0
27712,5.712184232,6.697802267
27713,5.712184232,5.720641111
27717,4.537041171,5.010187954
27720,5.712184232,5.720641111
27723,5.712184232,5.548099523
27725,5.712184232,6.375312668
27727,4.537041171,4.04030148
27729,0,0
27730,4.537041171,4.562756508
27735,5.712184232,5.720641111
27739,4.537041171,5.010187954
27742,4.537041171,4.41111722
27744,5.712184232,5.720641111
27747,5.712184232,5.335096216
27749,4.537041171,5.010187954
27752,5.712184232,5.720641111
27754,5.712184232,5.335096216
27756,4.537041171,4.876908061
27757,0,0
27760,4.537041171,4.41111722
27763,4.537041171,4.562756508
27765,4.537041171,4.263811093
27766,5.712184232,6.375312668
27767,4.537041171,4.562756508
27770,4.537041171,4.562756508
27772,0,0
27784,5.712184232,5.720641111
27789,5.712184232,5.720641111
27792,4.537041171,4.41111722
27794,5.712184232,5.720641111
27801,5.712184232,5.720641111
27809,4.537041171,4.04030148
27811,4.537041171,4.72894624
27812,4.537041171,5.010187954
27815,0,0
27819,5.712184232,5.178264079
27820,0,0
27826,4.537041171,4.72894624
27828,5.712184232,5.335096216
27832,4.537041171,4.72894624
27834,4.537041171,4.263811093
27837,4.537041171,3.867734675
27838,0,0
27839,5.712184232,5.335096216
27840,0,0
27841,0,0
27845,0,0
27846,4.537041171,4.41111722
27850,0,0
27854,4.537041171,5.010187954
27857,0,0
27861,4.537041171,4.263811093
27863,0,0
27864,0,0
27866,4.537041171,4.263811093
27870,0,0
27873,4.537041171,4.72894624
27877,4.537041171,3.867734675
27878,0,0
27879,0,0
27883,5.712184232,6.146756872
27884,5.712184232,6.146756872
27885,5.712184232,5.720641111
27886,5.712184232,5.548099523
27888,4.537041171,4.876908061
27891,0,0
27894,4.537041171,5.010187954
27900,0,0
27902,5.712184232,6.375312668
27906,4.537041171,4.72894624
27907,5.712184232,5.335096216
27908,0,0
27909,5.712184232,5.720641111
27913,0,0
27915,0,0
27916,5.712184232,5.720641111
27917,5.712184232,6.375312668
27918,5.712184232,6.375312668
27919,0,0
27922,4.537041171,4.41111722
27926,5.712184232,5.720641111
27932,0,0
27934,0,0
27935,0,0
27938,0,0
27939,5.712184232,6.146756872
27941,0,0
27943,0,0
27944,5.712184232,5.335096216
27946,0,0
27955,5.712184232,5.720641111
27956,0,0
27959,5.712184232,5.178264079
27961,5.712184232,5.926703631
27965,0,0
27966,0,0
27971,5.712184232,5.178264079
27976,4.537041171,4.263811093
27985,4.537041171,4.72894624
27988,5.712184232,5.178264079
27989,0,0
27991,5.712184232,5.926703631
27993,5.712184232,5.720641111
28001,4.537041171,4.562756508
28003,5.712184232,5.335096216
28010,0,0
28014,5.712184232,5.548099523
28015,0,0
28017,0,0
28018,5.712184232,5.335096216
28025,5.712184232,5.335096216
28031,0,0
28032,5.712184232,5.926703631
28033,0,0
28034,4.537041171,4.41111722
28036,0,0
28040,4.537041171,3.867734675
28042,5.712184232,5.335096216
28043,4.537041171,5.010187954
28049,4.537041171,4.72894624
28053,5.712184232,5.926703631
28061,5.712184232,5.335096216
28066,5.712184232,5.335096216
28071,0,0
28073,0,0
28078,0,0
28081,4.537041171,4.72894624
28082,0,0
28085,4.537041171,4.263811093
28087,4.537041171,4.263811093
28089,5.712184232,6.146756872
28090,0,0
28096,0,0
28097,0,0
28098,5.712184232,5.926703631
28100,0,0
28101,4.537041171,4.04030148
28102,5.712184232,5.335096216
28108,0,0
28109,4.537041171,3.867734675
28111,0,0
28115,0,0
28116,5.712184232,6.375312668
28119,0,0
28120,5.712184232,5.720641111
28124,5.712184232,5.335096216
28127,5.712184232,5.926703631
28129,0,0
28139,0,0
28148,0,0
28149,0,0
28150,0,0
28155,4.537041171,5.010187954
28156,0,0
28161,5.712184232,5.548099523
28162,0,0
28163,0,0
28164,4.537041171,4.72894624
28165,5.712184232,5.178264079
28167,5.712184232,5.720641111
28169,4.537041171,4.41111722
28176,4.537041171,3.867734675
28178,0,0
28180,0,0
28182,0,0
28184,4.537041171,4.876908061
28186,0,0
28187,5.712184232,5.926703631
28190,4.537041171,4.72894624
28193,5.712184232,5.178264079
28196,4.537041171,4.876908061
28208,5.712184232,5.178264079
28209,0,0
28211,5.712184232,5.548099523
28213,5.712184232,5.926703631
28215,0,0
28216,5.712184232,5.926703631
28217,4.537041171,4.263811093
28219,0,0
28224,4.537041171,4.72894624
28225,0,0
28227,0,0
28228,0,0
28229,0,0
28244,0,0
28246,5.712184232,6.375312668
28253,0,0
28254,0,0
28256,0,0
28261,5.712184232,5.178264079
28263,5.712184232,5.335096216
28265,5.712184232,5.926703631
28267,4.537041171,3.867734675
28271,5.712184232,5.335096216
28272,4.537041171,4.72894624
28273,5.712184232,6.146756872
28274,0,0
28276,4.537041171,5.010187954
28277,0,0
28288,4.537041171,4.562756508
28293,4.537041171,4.72894624
28294,5.712184232,5.926703631
28295,0,0
28299,4.537041171,3.867734675
28300,4.537041171,4.72894624
28302,0,0
28303,0,0
28305,0,0
28309,4.537041171,4.263811093
28310,5.712184232,5.720641111
28319,0,0
28322,4.537041171,4.562756508
28324,0,0
28325,0,0
28328,5.712184232,6.375312668
28340,5.712184232,5.335096216
28349,5.712184232,5.335096216
28351,0,0
28352,0,0
28353,4.537041171,3.867734675
28355,0,0
28360,0,0
28369,0,0
28370,0,0
28372,4.537041171,4.72894624
28378,4.537041171,3.867734675
28379,4.537041171,4.04030148
28382,4.537041171,3.867734675
28385,0,0
28387,4.537041171,4.41111722
28391,5.712184232,5.720641111
28393,5.712184232,6.146756872
28394,4.537041171,4.263811093
28397,0,0
28398,4.537041171,4.41111722
28400,4.537041171,3.867734675
28401,0,0
28407,0,0
28410,4.537041171,4.72894624
28413,4.537041171,4.263811093
28419,4.537041171,4.562756508
28421,0,0
28422,0,0
28426,5.712184232,6.146756872
28428,5.712184232,5.926703631
28430,0,0
28434,4.537041171,4.41111722
28436,0,0
28437,0,0
28439,5.712184232,5.548099523
28440,0,0
28443,0,0
28444,0,0
28446,0,0
28447,5.712184232,5.335096216
28449,4.537041171,4.72894624
28450,0,0
28457,4.537041171,5.010187954
28458,0,0
28461,4.537041171,5.010187954
28467,0,0
28468,5.712184232,6.146756872
28474,5.712184232,5.335096216
28478,0,0
28486,4.537041171,4.263811093
28496,0,0
28503,4.537041171,4.562756508
28504,0,0
28507,4.537041171,4.876908061
28512,0,0
28514,5.712184232,5.335096216
28515,5.712184232,5.335096216
28519,5.712184232,5.178264079
28521,5.712184232,5.720641111
28522,4.537041171,4.41111722
28523,0,0
28524,5.712184232,5.720641111
28525,0,0
28526,5.712184232,5.548099523
28532,5.712184232,6.375312668
28537,0,0
28541,0,0
28545,0,0
28548,5.712184232,5.720641111
28551,4.537041171,3.867734675
28554,5.712184232,5.548099523
28557,5.712184232,6.146756872
28559,4.537041171,4.263811093
28566,4.537041171,4.04030148
28572,0,0
28573,5.712184232,5.335096216
28575,0,0
28577,5.712184232,5.720641111
28578,4.537041171,4.263811093
28579,4.537041171,4.562756508
28580,5.712184232,5.178264079
28581,4.537041171,3.867734675
28583,5.712184232,5.720641111
28585,5.712184232,5.720641111
28586,4.537041171,4.41111722
28594,0,0
28598,4.537041171,4.72894624
28600,0,0
28602,4.537041171,3.867734675
28603,0,0
28605,5.712184232,6.375312668
28606,5.712184232,5.926703631
28608,5.712184232,6.697802267
28609,5.712184232,5.720641111
28611,5.712184232,5.720641111
28612,4.537041171,4.562756508
28619,0,0
28626,5.712184232,6.146756872
28628,5.712184232,5.720641111
28630,5.712184232,5.720641111
28637,5.712184232,6.697802267
28640,4.537041171,4.263811093
28646,5.712184232,5.548099523
28649,4.537041171,4.263811093
28653,5.712184232,5.720641111
28657,4.537041171,4.876908061
28659,5.712184232,5.335096216
28660,5.712184232,5.926703631
28663,0,0
28664,5.712184232,5.720641111
28666,0,0
28667,0,0
28670,5.712184232,5.335096216
28671,5.712184232,5.178264079
28676,0,0
28679,5.712184232,5.720641111
28684,0,0
28686,0,0
28687,0,0
28692,4.537041171,4.72894624
28694,4.537041171,4.876908061
28698,5.712184232,5.720641111
28699,0,0
28704,4.537041171,4.72894624
28705,0,0
28706,4.537041171,4.72894624
28707,4.537041171,5.010187954
28709,0,0
28710,4.537041171,4.263811093
28717,0,0
28725,0,0
28726,4.537041171,4.562756508
28729,4.537041171,5.010187954
28731,0,0
28732,4.537041171,4.562756508
28741,0,0
28742,4.537041171,4.562756508
28747,0,0
28748,5.712184232,5.335096216
28749,0,0
28750,5.712184232,6.146756872
28751,0,0
28754,0,0
28756,4.537041171,5.010187954
28758,0,0
28759,0,0
28762,0,0
28763,4.537041171,4.263811093
28773,0,0
28775,4.537041171,4.41111722
28776,5.712184232,5.926703631
28781,5.712184232,5.926703631
28785,0,0
28787,5.712184232,6.375312668
28795,0,0
28797,4.537041171,4.562756508
28799,0,0
28803,4.537041171,4.562756508
28805,5.712184232,5.335096216
28806,4.537041171,5.010187954
28808,0,0
28809,5.712184232,5.720641111
28810,4.537041171,5.010187954
28811,4.537041171,4.72894624
28812,4.537041171,3.867734675
28817,0,0
28818,0,0
28819,4.537041171,4.263811093
28820,4.537041171,4.41111722
28824,4.537041171,4.72894624
28832,5.712184232,5.926703631
28834,5.712184232,6.697802267
28837,5.712184232,5.335096216
28838,0,0
28851,0,0
28854,0,0
28857,4.537041171,4.263811093
28861,0,0
28862,0,0
28870,0,0
28871,5.712184232,5.720641111
28872,0,0
28873,0,0
28875,4.537041171,4.41111722
28885,0,0
28888,5.712184232,5.335096216
28892,4.537041171,4.263811093
28895,0,0
28896,5.712184232,5.335096216
28898,5.712184232,5.720641111
28902,0,0
28903,4.537041171,4.04030148
28904,4.537041171,4.41111722
28906,5.712184232,5.720641111
28907,0,0
28908,4.537041171,4.72894624
28912,5.712184232,5.335096216
28915,4.537041171,4.876908061
28916,0,0
28917,0,0
28918,4.537041171,4.263811093
28920,0,0
28924,5.712184232,5.335096216
28930,0,0
28932,0,0
28935,0,0
28939,0,0
28940,5.712184232,5.720641111
28942,0,0
28945,5.712184232,5.335096216
28946,4.537041171,4.876908061
28947,5.712184232,5.926703631
28948,0,0
28949,0,0
28951,4.537041171,4.263811093
28952,0,0
28954,0,0
28956,5.712184232,6.146756872
28961,0,0
28964,4.537041171,5.010187954
28968,4.537041171,4.263811093
28969,0,0
28970,5.712184232,5.335096216
28971,0,0
28972,0,0
28977,5.712184232,5.335096216
28980,4.537041171,4.562756508
28981,5.712184232,5.926703631
28984,4.537041171,4.876908061
28986,5.712184232,5.926703631
28987,5.712184232,5.720641111
28988,4.537041171,4.263811093
28989,0,0
28995,4.537041171,4.562756508
28996,4.537041171,4.72894624
28998,0,0
29001,5.712184232,5.335096216
29003,4.537041171,5.010187954
29005,5.712184232,6.146756872
29006,5.712184232,5.926703631
29010,5.712184232,5.335096216
29013,5.712184232,5.926703631
29014,4.537041171,4.41111722
29018,0,0
29020,5.712184232,5.926703631
29021,0,0
29025,4.537041171,5.010187954
29027,0,0
29030,0,0
29031,5.712184232,5.720641111
29035,0,0
29036,5.712184232,5.548099523
29038,4.537041171,4.876908061
29041,5.712184232,6.146756872
29042,4.537041171,4.04030148
29048,0,0
29049,0,0
29054,5.712184232,5.335096216
29058,0,0
29062,0,0
29063,5.712184232,5.926703631
29065,0,0
29071,0,0
29072,4.537041171,5.010187954
29073,5.712184232,5.178264079
29074,5.712184232,5.548099523
29076,0,0
29083,5.712184232,5.178264079
29087,5.712184232,5.178264079
29088,0,0
29089,0,0
29090,0,0
29091,0,0
29092,0,0
29093,0,0
29094,5.712184232,5.720641111
29096,5.712184232,5.178264079
29097,5.712184232,5.926703631
29098,0,0
29099,0,0
29102,0,0
29103,5.712184232,5.178264079
29106,5.712184232,5.335096216
29108,4.537041171,4.876908061
29110,0,0
29111,0,0
29117,4.537041171,4.263811093
29118,5.712184232,6.146756872
29119,5.712184232,5.926703631
29120,4.537041171,4.72894624
29122,0,0
29124,0,0
29128,4.537041171,4.263811093
29129,5.712184232,5.720641111
29134,5.712184232,5.720641111
29135,5.712184232,5.178264079
29137,5.712184232,5.335096216
29139,0,0
29142,5.712184232,5.926703631
29146,5.712184232,5.335096216
29147,5.712184232,5.335096216
29148,5.712184232,6.146756872
29150,0,0
29151,4.537041171,4.263811093
29152,5.712184232,5.335096216
29162,0,0
29163,0,0
29169,0,0
29175,5.712184232,5.335096216
29178,0,0
29183,0,0
29188,0,0
29189,5.712184232,6.697802267
29190,4.537041171,4.876908061
29193,0,0
29194,0,0
29197,4.537041171,4.72894624
29201,0,0
29202,5.712184232,5.178264079
29208,0,0
29209,5.712184232,6.146756872
29221,5.712184232,5.926703631
29222,4.537041171,4.263811093
29223,0,0
29224,4.537041171,4.263811093
29227,5.712184232,5.720641111
29231,4.537041171,4.876908061
29234,0,0
29236,4.537041171,4.263811093
29238,4.537041171,4.04030148
29241,5.712184232,5.720641111
29245,0,0
29248,5.712184232,5.335096216
29253,4.537041171,3.867734675
29256,4.537041171,4.876908061
29259,0,0
29261,0,0
29262,0,0
29266,0,0
29270,0,0
29283,5.712184232,5.178264079
29285,5.712184232,5.720641111
29289,4.537041171,3.867734675
29298,0,0
29299,0,0
29301,0,0
29304,4.537041171,5.010187954
29305,4.537041171,4.72894624
29309,5.712184232,5.335096216
29310,5.712184232,5.720641111
29315,0,0
29317,0,0
29321,4.537041171,4.263811093
29323,0,0
29325,5.712184232,5.720641111
29327,5.712184232,6.375312668
29328,0,0
29329,0,0
29330,5.712184232,5.335096216
29331,4.537041171,5.010187954
29334,5.712184232,5.335096216
29335,5.712184232,5.335096216
29336,4.537041171,4.72894624
29339,0,0
29340,5.712184232,5.335096216
29347,5.712184232,5.548099523
29348,0,0
29350,0,0
29351,4.537041171,5.010187954
29352,0,0
29353,4.537041171,4.72894624
29354,0,0
29355,0,0
29360,5.712184232,6.697802267
29362,0,0
29364,0,0
29365,5.712184232,5.926703631
29368,0,0
29371,0,0
29377,5.712184232,5.178264079
29381,5.712184232,5.178264079
29384,4.537041171,4.41111722
29388,4.537041171,3.867734675
29392,4.537041171,4.04030148
29393,4.537041171,3.867734675
29397,5.712184232,6.146756872
29403,0,0
29415,0,0
29420,4.537041171,4.263811093
29426,5.712184232,5.926703631
29428,5.712184232,5.178264079
29432,0,0
29437,4.537041171,4.72894624
29438,0,0
29439,0,0
29440,0,0
29442,0,0
29443,5.712184232,5.335096216
29444,0,0
29448,5.712184232,5.720641111
29449,0,0
29451,5.712184232,6.146756872
29453,5.712184232,5.720641111
29457,5.712184232,5.335096216
29463,5.712184232,5.548099523
29464,4.537041171,5.010187954
29471,0,0
29472,0,0
29473,4.537041171,4.876908061
29474,5.712184232,5.178264079
29475,0,0
29480,0,0
29481,5.712184232,5.548099523
29483,0,0
29484,0,0
29485,0,0
29492,5.712184232,5.926703631
29493,0,0
29495,5.712184232,5.720641111
29499,5.712184232,5.335096216
29504,0,0
29505,4.537041171,4.562756508
29506,4.537041171,4.72894624
29510,0,0
29512,5.712184232,5.335096216
29513,4.537041171,4.72894624
29519,0,0
29520,5.712184232,5.335096216
29523,5.712184232,6.375312668
29526,5.712184232,5.720641111
29528,4.537041171,4.72894624
29536,4.537041171,4.263811093
29539,5.712184232,5.335096216
29543,0,0
29546,5.712184232,5.335096216
29547,0,0
29549,4.537041171,4.72894624
29550,4.537041171,4.41111722
29557,5.712184232,6.697802267
29558,4.537041171,4.876908061
29561,5.712184232,5.926703631
29564,5.712184232,5.335096216
29566,0,0
29568,0,0
29570,0,0
29572,5.712184232,5.335096216
29576,5.712184232,5.720641111
29578,4.537041171,4.72894624
29584,5.712184232,5.720641111
29585,0,0
29587,5.712184232,5.926703631
29588,4.537041171,4.876908061
29592,0,0
29595,4.537041171,3.867734675
29597,5.712184232,6.146756872
29598,0,0
29600,0,0
29601,5.712184232,6.146756872
29602,4.537041171,4.72894624
29603,4.537041171,4.72894624
29606,5.712184232,5.926703631
29607,5.712184232,5.720641111
29609,0,0
29614,0,0
29620,0,0
29621,5.712184232,5.335096216
29622,0,0
29630,0,0
29633,0,0
29634,4.537041171,4.263811093
29635,0,0
29637,4.537041171,4.263811093
29644,4.537041171,4.562756508
29645,4.537041171,4.72894624
29647,4.537041171,4.72894624
29648,5.712184232,5.926703631
29652,5.712184232,5.548099523
29655,0,0
29664,0,0
