,uid,loan_sum,shang12
5251,5618,6.722718659,6.722718659
5252,29674,5.014930043,5.014930043
5253,8437,4.584447562,4.584447562
5254,28947,5.836040761,5.836040761
5255,56007,6.614389175,6.614389175
5256,16630,4.974842946,4.974842946
5257,21975,6.584074882,6.584074882
5258,15062,4.723016822,4.723016822
5259,22760,5.885770109,5.885770109
5260,39962,5.861402821,5.861402821
5261,47774,6.33987127,6.33987127
5262,746,5.722768363,5.722768363
5263,10505,5.722768363,5.722768363
5264,61972,5.861402821,5.861402821
5265,33583,5.690901317,5.690901317
5266,18455,4.723016822,4.723016822
5267,69579,5.501180385,5.501180385
5268,6383,4.40582999,4.40582999
5269,73610,6.266691431,6.266691431
5270,20783,5.292153929,5.292153929
5271,70322,5.931812567,5.931812567
5272,66280,3.862594545,3.862594545
5273,49497,5.880972502,5.880972502
5274,3859,6.405333138,6.405333138
5275,26268,6.895217943,6.895217943
5276,50616,5.292153929,5.292153929
5277,70495,5.781982259,5.781982259
5278,36869,6.014774739,6.014774739
5279,10009,5.758969354,5.758969354
5280,66320,6.014774739,6.014774739
5281,90719,5.885770109,5.885770109
5282,15260,5.657311097,5.657311097
5283,87729,5.014930043,5.014930043
5284,39927,5.292153929,5.292153929
5285,49348,6.121545176,6.121545176
5286,82511,6.153413856,6.153413856
5287,33936,4.723016822,4.723016822
5288,77179,5.153538105,5.153538105
5289,62740,5.722768363,5.722768363
5290,10328,3.862594545,3.862594545
5291,80337,4.974842946,4.974842946
5292,26158,3.862594545,3.862594545
5293,47316,5.07059257,5.07059257
5294,53081,5.722768363,5.722768363
5295,70790,6.552205383,6.552205383
5296,88298,6.153413856,6.153413856
5297,36375,5.722768363,5.722768363
5298,40839,6.153413856,6.153413856
5299,63904,5.501180385,5.501180385
5300,41124,5.836040761,5.836040761
5301,1928,6.121545176,6.121545176
5302,88170,5.292153929,5.292153929
5303,81144,5.153538105,5.153538105
5304,34270,5.722768363,5.722768363
5305,77456,5.722768363,5.722768363
5306,62681,6.568344441,6.568344441
5307,71727,6.405333138,6.405333138
5308,32989,4.974842946,4.974842946
5309,86759,3.862594545,3.862594545
5310,78120,5.153538105,5.153538105
5311,27770,4.544373396,4.544373396
5312,59935,6.362466936,6.362466936
5313,78340,6.584074882,6.584074882
5314,85700,5.07059257,5.07059257
5315,38145,5.931812567,5.931812567
5316,63197,5.292153929,5.292153929
5317,82168,5.584137011,5.584137011
5318,32492,6.501109382,6.501109382
5319,4204,5.781982259,5.781982259
5320,56712,4.584447562,4.584447562
5321,34353,6.405333138,6.405333138
5322,10403,5.292153929,5.292153929
5323,54204,4.723016822,4.723016822
5324,27811,5.621800638,5.621800638
5325,4025,4.723016822,4.723016822
5326,3813,4.974842946,4.974842946
5327,49105,5.722768363,5.722768363
5328,9186,5.607008011,5.607008011
5329,9122,5.292153929,5.292153929
5330,43184,4.974842946,4.974842946
5331,21214,5.351362178,5.351362178
5332,67293,6.153413856,6.153413856
5333,22072,6.183727411,6.183727411
5334,33166,6.895217943,6.895217943
5335,69139,6.384269633,6.384269633
5336,12304,6.087953139,6.087953139
5337,36936,4.974842946,4.974842946
5338,54248,6.014774739,6.014774739
5339,66389,5.501180385,5.501180385
5340,60187,5.722768363,5.722768363
5341,7535,5.657311097,5.657311097
5342,54074,5.710216983,5.710216983
5343,75178,6.405333138,6.405333138
5344,40617,5.621800638,5.621800638
5345,50612,6.153413856,6.153413856
5346,54749,5.153538105,5.153538105
5347,142,6.584074882,6.584074882
5348,54737,5.836040761,5.836040761
5349,16089,4.292650699,4.292650699
5350,35419,5.292153929,5.292153929
5351,29652,5.501180385,5.501180385
5352,21364,5.836040761,5.836040761
5353,2417,6.362466936,6.362466936
5354,2646,3.862594545,3.862594545
5355,57751,6.931777064,6.931777064
5356,77265,5.722768363,5.722768363
5357,14353,5.584137011,5.584137011
5358,70815,4.292650699,4.292650699
5359,77019,6.680295508,6.680295508
5360,61244,5.722768363,5.722768363
5361,63681,3.862594545,3.862594545
5362,10428,6.087953139,6.087953139
5363,3247,3.862594545,3.862594545
5364,55515,4.723016822,4.723016822
5365,23016,3.862594545,3.862594545
5366,26130,5.292153929,5.292153929
5367,54630,5.45514134,5.45514134
5368,18821,4.953785867,4.953785867
5369,60585,6.226593119,6.226593119
5370,81225,4.544373396,4.544373396
5371,55845,4.292650699,4.292650699
5372,54523,5.851381881,5.851381881
5373,16929,6.026316181,6.026316181
5374,71020,7.073962511,7.073962511
5375,79020,5.885770109,5.885770109
5376,17930,4.8616016,4.8616016
5377,43348,5.405415974,5.405415974
5378,79148,5.722768363,5.722768363
5379,24022,5.885770109,5.885770109
5380,88139,6.722718659,6.722718659
5381,34906,5.657311097,5.657311097
5382,23522,4.974842946,4.974842946
5383,71139,5.931812567,5.931812567
5384,35128,5.722768363,5.722768363
5385,7953,5.292153929,5.292153929
5386,59821,5.722768363,5.722768363
5387,50902,5.621800638,5.621800638
5388,69893,6.014774739,6.014774739
5389,25382,5.722768363,5.722768363
5390,7988,5.885770109,5.885770109
5391,23401,5.722768363,5.722768363
5392,84599,6.405333138,6.405333138
5393,6669,6.087953139,6.087953139
5394,47510,6.83599934,6.83599934
5395,8176,5.153538105,5.153538105
5396,35146,5.292153929,5.292153929
5397,58842,5.781982259,5.781982259
5398,13060,6.394890639,6.394890639
5399,17497,4.292650699,4.292650699
5400,71191,5.08809119,5.08809119
5401,90307,5.643349495,5.643349495
5402,37967,5.722768363,5.722768363
5403,78661,5.722768363,5.722768363
5404,23165,5.405415974,5.405415974
5405,68292,5.405415974,5.405415974
5406,77774,5.560391861,5.560391861
5407,16989,5.584137011,5.584137011
5408,7194,5.836040761,5.836040761
5409,44023,4.931990053,4.931990053
5410,15251,5.153538105,5.153538105
5411,13609,5.885770109,5.885770109
5412,76609,5.722768363,5.722768363
5413,51901,4.723016822,4.723016822
5414,17744,4.974842946,4.974842946
5415,55424,4.657587153,4.657587153
5416,89145,5.405415974,5.405415974
5417,52109,5.657311097,5.657311097
5418,49137,5.909217723,5.909217723
5419,3926,6.266691431,6.266691431
5420,53884,6.292054527,6.292054527
5421,88263,6.266691431,6.266691431
5422,47195,5.836040761,5.836040761
5423,20582,4.292650699,4.292650699
5424,57252,3.975670565,3.975670565
5425,85719,4.292650699,4.292650699
5426,43655,5.153538105,5.153538105
5427,55574,5.292153929,5.292153929
5428,84986,4.809815297,4.809815297
5429,42488,5.83084171,5.83084171
5430,87576,5.885770109,5.885770109
5431,44119,5.607008011,5.607008011
5432,19356,4.974842946,4.974842946
5433,35445,6.555466906,6.555466906
5434,86092,5.584137011,5.584137011
5435,11902,5.292153929,5.292153929
5436,21924,4.292650699,4.292650699
5437,49376,6.240248782,6.240248782
5438,6,6.266691431,6.266691431
5439,82139,5.931812567,5.931812567
5440,39297,6.483098934,6.483098934
5441,74504,6.153413856,6.153413856
5442,24422,5.584137011,5.584137011
5443,30333,6.014774739,6.014774739
5444,1633,5.292153929,5.292153929
5445,36081,6.05244065,6.05244065
5446,42631,3.862594545,3.862594545
5447,9595,5.292153929,5.292153929
5448,28732,6.189616606,6.189616606
5449,30777,5.836040761,5.836040761
5450,31392,6.153413856,6.153413856
5451,17460,5.292153929,5.292153929
5452,18719,5.240356826,5.240356826
5453,86803,5.153538105,5.153538105
5454,46198,5.836040761,5.836040761
5455,58838,5.153538105,5.153538105
5456,40481,6.279502387,6.279502387
5457,15764,6.153413856,6.153413856
5458,38945,3.862594545,3.862594545
5459,2606,4.909401781,4.909401781
5460,74983,5.07059257,5.07059257
5461,4196,5.153538105,5.153538105
5462,27712,6.584074882,6.584074882
5463,74677,4.40582999,4.40582999
5464,68672,5.08809119,5.08809119
5465,34084,6.153413856,6.153413856
5466,45383,5.657311097,5.657311097
5467,8080,6.212630577,6.212630577
5468,68679,5.292153929,5.292153929
5469,74632,5.568408163,5.568408163
5470,50484,6.292054527,6.292054527
5471,52485,6.266691431,6.266691431
5472,21861,6.33987127,6.33987127
5473,12739,5.722768363,5.722768363
5474,28945,5.97467729,5.97467729
5475,68342,5.153538105,5.153538105
5476,36577,6.212630577,6.212630577
5477,25529,6.153413856,6.153413856
5478,90219,5.776308446,5.776308446
5479,66708,5.405415974,5.405415974
5480,40755,4.292650699,4.292650699
5481,37738,6.518612438,6.518612438
5482,60262,4.974842946,4.974842946
5483,90782,3.862594545,3.862594545
5484,55276,6.445431881,6.445431881
5485,85445,5.501180385,5.501180385
5486,18757,4.723016822,4.723016822
5487,22610,5.292153929,5.292153929
5488,28871,5.722768363,5.722768363
5489,53717,6.153413856,6.153413856
5490,43411,5.690901317,5.690901317
5491,67888,5.45514134,5.45514134
5492,57845,6.153413856,6.153413856
5493,25963,6.212630577,6.212630577
5494,35892,4.657587153,4.657587153
5495,76863,6.153413856,6.153413856
5496,9801,5.153538105,5.153538105
5497,58035,6.846269403,6.846269403
5498,72586,6.885731874,6.885731874
5499,53064,6.014774739,6.014774739
5500,45886,4.723016822,4.723016822
5501,53227,6.070450575,6.070450575
5502,47265,5.657311097,5.657311097
5503,56142,5.153538105,5.153538105
5504,87058,6.405333138,6.405333138
5505,43543,6.863348123,6.863348123
5506,10284,5.722768363,5.722768363
5507,38389,6.405333138,6.405333138
5508,21607,5.292153929,5.292153929
5509,69957,4.931990053,4.931990053
5510,82051,5.54404215,5.54404215
5511,67302,5.836040761,5.836040761
5512,84065,6.929108515,6.929108515
5513,16714,5.836040761,5.836040761
5514,40299,5.722768363,5.722768363
5515,32498,5.292153929,5.292153929
5516,88957,4.974842946,4.974842946
5517,64106,6.895217943,6.895217943
5518,27231,4.753317069,4.753317069
5519,64387,4.782208137,4.782208137
5520,64038,4.953785867,4.953785867
5521,29930,4.974842946,4.974842946
5522,90075,5.722768363,5.722768363
5523,45,6.292054527,6.292054527
5524,84965,5.405415974,5.405415974
5525,81799,5.501180385,5.501180385
5526,85205,6.657255871,6.657255871
5527,44123,5.722768363,5.722768363
5528,12646,5.153538105,5.153538105
5529,44236,5.292153929,5.292153929
5530,19182,4.723016822,4.723016822
5531,69336,4.974842946,4.974842946
5532,32095,6.292054527,6.292054527
5533,84050,6.405333138,6.405333138
5534,59065,6.266691431,6.266691431
5535,53419,6.153413856,6.153413856
5536,8001,6.153413856,6.153413856
5537,1518,4.622092928,4.622092928
5538,51854,6.05244065,6.05244065
5539,86363,5.931812567,5.931812567
5540,73748,4.292650699,4.292650699
5541,70988,4.351813812,4.351813812
5542,76744,4.723016822,4.723016822
5543,38961,6.29946587,6.29946587
5544,4164,5.153538105,5.153538105
5545,76550,5.584137011,5.584137011
5546,16179,4.723016822,4.723016822
5547,73120,6.014774739,6.014774739
5548,46075,5.31651835,5.31651835
5549,8235,5.781982259,5.781982259
5550,16921,5.781982259,5.781982259
5551,70029,5.861402821,5.861402821
5552,71346,6.445431881,6.445431881
5553,17623,5.722768363,5.722768363
5554,41874,6.309212118,6.309212118
5555,59664,5.722768363,5.722768363
5556,64959,4.8616016,4.8616016
5557,62559,5.722768363,5.722768363
5558,50647,5.373551108,5.373551108
5559,89442,6.316422771,6.316422771
5560,25166,5.292153929,5.292153929
5561,67691,5.153538105,5.153538105
5562,16761,5.885770109,5.885770109
5563,35856,6.643293014,6.643293014
5564,54929,4.995209729,4.995209729
5565,2505,3.862594545,3.862594545
5566,51483,5.292153929,5.292153929
5567,7936,5.657311097,5.657311097
5568,43,5.292153929,5.292153929
5569,47302,5.45514134,5.45514134
5570,36662,6.153413856,6.153413856
5571,23211,5.722768363,5.722768363
5572,48480,5.722768363,5.722768363
5573,49043,3.862594545,3.862594545
5574,56308,6.121545176,6.121545176
5575,57737,4.974842946,4.974842946
5576,63360,5.292153929,5.292153929
5577,41036,4.544373396,4.544373396
5578,72992,5.51868147,5.51868147
5579,67804,5.722768363,5.722768363
5580,76252,6.05244065,6.05244065
5581,65012,4.974842946,4.974842946
5582,661,6.266691431,6.266691431
5583,36727,5.07059257,5.07059257
5584,57847,6.405333138,6.405333138
5585,51093,3.862594545,3.862594545
5586,74819,4.974842946,4.974842946
5587,3077,4.544373396,4.544373396
5588,38570,5.153538105,5.153538105
5589,54568,5.473968259,5.473968259
5590,11943,7.957843713,7.957843713
5591,65417,6.895217943,6.895217943
5592,5538,5.153538105,5.153538105
5593,8794,5.584137011,5.584137011
5594,76301,5.153538105,5.153538105
5595,83027,6.584074882,6.584074882
5596,30699,5.885770109,5.885770109
5597,1379,6.212630577,6.212630577
5598,62638,6.153413856,6.153413856
5599,88656,5.722768363,5.722768363
5600,12816,4.292650699,4.292650699
5601,66677,3.862594545,3.862594545
5602,73626,5.722768363,5.722768363
5603,19779,5.722768363,5.722768363
5604,55581,5.722768363,5.722768363
5605,57021,5.153538105,5.153538105
5606,80,5.292153929,5.292153929
5607,9497,5.292153929,5.292153929
5608,77252,6.697355045,6.697355045
5609,83525,6.405333138,6.405333138
5610,61864,4.292650699,4.292650699
5611,64606,4.8616016,4.8616016
5612,81869,3.862594545,3.862594545
5613,73031,5.153538105,5.153538105
5614,32865,6.425705932,6.425705932
5615,20698,4.544373396,4.544373396
5616,25409,5.362555688,5.362555688
5617,38260,6.014774739,6.014774739
5618,20030,5.722768363,5.722768363
5619,5098,4.974842946,4.974842946
5620,39721,5.722768363,5.722768363
5621,74933,5.435726077,5.435726077
5622,23866,4.974842946,4.974842946
5623,6379,5.614448346,5.614448346
5624,67701,5.861402821,5.861402821
5625,13706,5.885770109,5.885770109
5626,28328,6.292054527,6.292054527
5627,76338,6.014774739,6.014774739
5628,81634,5.722768363,5.722768363
5629,52414,6.153413856,6.153413856
5630,70527,5.781982259,5.781982259
5631,77327,5.97467729,5.97467729
5632,18371,6.108325488,6.108325488
5633,40591,6.266691431,6.266691431
5634,12810,4.544373396,4.544373396
5635,84962,5.501180385,5.501180385
5636,81918,5.781982259,5.781982259
5637,81571,5.909217723,5.909217723
5638,23130,6.033893069,6.033893069
5639,24669,5.931812567,5.931812567
5640,16499,6.05244065,6.05244065
5641,48509,5.584137011,5.584137011
5642,32352,4.723016822,4.723016822
5643,87192,5.153538105,5.153538105
5644,75852,5.226703564,5.226703564
5645,80142,4.292650699,4.292650699
5646,29222,4.953785867,4.953785867
5647,32630,6.722718659,6.722718659
5648,37041,5.710216983,5.710216983
5649,80365,5.690901317,5.690901317
5650,80757,4.995209729,4.995209729
5651,82809,5.781982259,5.781982259
5652,76241,6.292054527,6.292054527
5653,80701,6.014774739,6.014774739
5654,69142,5.97467729,5.97467729
5655,2742,6.83599934,6.83599934
5656,41110,4.723016822,4.723016822
5657,77846,5.753080438,5.753080438
5658,58675,5.501180385,5.501180385
5659,6401,5.153538105,5.153538105
5660,47882,5.266794974,5.266794974
5661,22570,5.793176777,5.793176777
5662,11616,6.266691431,6.266691431
5663,25441,6.814935479,6.814935479
5664,70258,5.885770109,5.885770109
5665,27417,6.104976146,6.104976146
5666,31742,4.227255494,4.227255494
5667,82476,5.212743531,5.212743531
5668,45546,5.292153929,5.292153929
5669,46646,5.636249259,5.636249259
5670,16829,4.723016822,4.723016822
5671,42297,6.087953139,6.087953139
5672,573,6.153413856,6.153413856
5673,51775,4.723016822,4.723016822
5674,34007,5.836040761,5.836040761
5675,26610,6.464550799,6.464550799
5676,53493,3.862594545,3.862594545
5677,85733,5.690901317,5.690901317
5678,55482,6.087953139,6.087953139
5679,17346,5.670965859,5.670965859
5680,55546,5.153538105,5.153538105
5681,26562,4.292650699,4.292650699
5682,4905,5.722768363,5.722768363
5683,53408,5.339963309,5.339963309
5684,6907,5.1688767,5.1688767
5685,48029,6.643293014,6.643293014
5686,17193,5.153538105,5.153538105
5687,82808,3.862594545,3.862594545
5688,86040,5.722768363,5.722768363
5689,79570,5.292153929,5.292153929
5690,69992,5.501180385,5.501180385
5691,77433,3.862594545,3.862594545
5692,86301,6.121545176,6.121545176
5693,21366,5.657311097,5.657311097
5694,62394,5.292153929,5.292153929
5695,77128,5.657311097,5.657311097
5696,39963,6.405333138,6.405333138
5697,16510,5.501180385,5.501180385
5698,8786,5.105110467,5.105110467
5699,43126,6.405333138,6.405333138
5700,71996,5.292153929,5.292153929
5701,78149,5.636249259,5.636249259
5702,44831,6.05244065,6.05244065
5703,87293,5.846310145,5.846310145
5704,65852,4.292650699,4.292650699
5705,6073,5.836040761,5.836040761
5706,9583,4.584447562,4.584447562
5707,31729,5.825598788,5.825598788
5708,48777,6.266691431,6.266691431
5709,87051,5.621800638,5.621800638
5710,40978,5.909217723,5.909217723
5711,31019,5.501180385,5.501180385
5712,5261,6.137683814,6.137683814
5713,1241,4.723016822,4.723016822
5714,28657,6.026316181,6.026316181
5715,44563,5.292153929,5.292153929
5716,40887,4.723016822,4.723016822
5717,51900,5.292153929,5.292153929
5718,51861,4.292650699,4.292650699
5719,14057,5.722768363,5.722768363
5720,60613,5.501180385,5.501180385
5721,29840,6.643293014,6.643293014
5722,12224,5.584137011,5.584137011
5723,28196,4.931990053,4.931990053
5724,83883,5.501180385,5.501180385
5725,56944,5.405415974,5.405415974
5726,46545,4.544373396,4.544373396
5727,44556,6.568344441,6.568344441
5728,75571,5.292153929,5.292153929
5729,3957,5.405415974,5.405415974
5730,53183,5.384355326,5.384355326
5731,37002,5.226703564,5.226703564
5732,44641,5.657311097,5.657311097
5733,59369,3.862594545,3.862594545
5734,51306,5.621800638,5.621800638
5735,3909,5.584137011,5.584137011
5736,89450,3.862594545,3.862594545
5737,67260,3.862594545,3.862594545
5738,75416,4.974842946,4.974842946
5739,84751,6.405333138,6.405333138
5740,68031,4.723016822,4.723016822
5741,69564,6.405333138,6.405333138
5742,45262,6.362466936,6.362466936
5743,34194,5.292153929,5.292153929
5744,13281,6.014774739,6.014774739
5745,782,5.722768363,5.722768363
5746,44698,6.405333138,6.405333138
5747,64845,4.974842946,4.974842946
5748,55997,4.723016822,4.723016822
5749,9788,4.723016822,4.723016822
5750,9215,5.584137011,5.584137011
5751,26959,5.501180385,5.501180385
5752,35097,4.40582999,4.40582999
5753,1341,4.292650699,4.292650699
5754,58932,4.292650699,4.292650699
5755,68792,4.974842946,4.974842946
5756,6974,4.974842946,4.974842946
5757,89371,4.40582999,4.40582999
5758,21592,4.974842946,4.974842946
5759,48231,6.425705932,6.425705932
5760,47466,4.071302059,4.071302059
5761,48646,4.723016822,4.723016822
5762,59041,5.584137011,5.584137011
5763,87582,3.862594545,3.862594545
5764,54732,5.781982259,5.781982259
5765,33159,6.569935528,6.569935528
5766,84923,5.034043668,5.034043668
5767,75775,6.014774739,6.014774739
5768,19947,5.226703564,5.226703564
5769,69184,5.304455557,5.304455557
5770,68341,5.836040761,5.836040761
5771,20794,5.153538105,5.153538105
5772,4981,4.501535282,4.501535282
5773,18419,5.781982259,5.781982259
5774,38033,6.014774739,6.014774739
5775,70693,4.8616016,4.8616016
5776,13153,6.405333138,6.405333138
5777,67781,5.501180385,5.501180385
5778,74326,5.931812567,5.931812567
5779,83825,6.153413856,6.153413856
5780,76519,6.153413856,6.153413856
5781,20171,6.722718659,6.722718659
5782,19397,4.071302059,4.071302059
5783,21823,6.121545176,6.121545176
5784,55583,5.292153929,5.292153929
5785,79701,5.362555688,5.362555688
5786,40623,5.722768363,5.722768363
5787,7522,4.292650699,4.292650699
5788,21049,5.153538105,5.153538105
5789,51763,5.351362178,5.351362178
5790,20909,6.464550799,6.464550799
5791,33017,5.464626106,5.464626106
5792,62917,4.974842946,4.974842946
5793,2507,6.599416886,6.599416886
5794,40237,3.862594545,3.862594545
5795,86946,5.153538105,5.153538105
5796,23306,4.974842946,4.974842946
5797,53615,5.153538105,5.153538105
5798,69291,6.266691431,6.266691431
5799,81511,5.183845743,5.183845743
5800,61329,5.292153929,5.292153929
5801,43328,6.599416886,6.599416886
5802,56473,4.292650699,4.292650699
5803,25915,4.544373396,4.544373396
5804,6651,6.403258631,6.403258631
5805,23719,5.292153929,5.292153929
5806,7389,4.974842946,4.974842946
5807,78304,5.292153929,5.292153929
5808,52745,5.722768363,5.722768363
5809,15955,5.836040761,5.836040761
5810,41449,6.153413856,6.153413856
5811,70896,5.292153929,5.292153929
5812,21258,6.292054527,6.292054527
5813,89052,4.723016822,4.723016822
5814,21844,4.974842946,4.974842946
5815,44969,6.153413856,6.153413856
5816,57648,4.974842946,4.974842946
5817,26081,5.793176777,5.793176777
5818,31024,6.250961257,6.250961257
5819,58469,5.885770109,5.885770109
5820,54233,5.292153929,5.292153929
5821,88339,4.723016822,4.723016822
5822,71439,5.781982259,5.781982259
5823,37111,6.405333138,6.405333138
5824,79242,6.153413856,6.153413856
5825,71475,6.242944265,6.242944265
5826,46163,5.861402821,5.861402821
5827,29036,5.584137011,5.584137011
5828,32950,6.240248782,6.240248782
5829,26675,6.405333138,6.405333138
5830,28820,5.584137011,5.584137011
5831,57617,6.153413856,6.153413856
5832,73183,4.292650699,4.292650699
5833,52469,5.501180385,5.501180385
5834,34249,6.445431881,6.445431881
5835,65792,6.153413856,6.153413856
5836,24181,5.722768363,5.722768363
5837,46580,4.782208137,4.782208137
5838,70196,3.862594545,3.862594545
5839,33550,5.405415974,5.405415974
5840,42077,4.723016822,4.723016822
5841,18358,6.153413856,6.153413856
5842,71369,5.292153929,5.292153929
5843,85693,6.087953139,6.087953139
5844,63163,6.153413856,6.153413856
5845,34148,5.405415974,5.405415974
5846,58798,6.240248782,6.240248782
5847,15539,4.723016822,4.723016822
5848,70330,6.405333138,6.405333138
5849,82762,5.292153929,5.292153929
5850,547,4.292650699,4.292650699
5851,9818,6.50464966,6.50464966
5852,9712,6.05244065,6.05244065
5853,51640,6.584074882,6.584074882
5854,88651,4.292650699,4.292650699
5855,46931,6.212630577,6.212630577
5856,51213,5.54404215,5.54404215
5857,30497,4.723016822,4.723016822
5858,13873,5.722768363,5.722768363
5859,53157,4.292650699,4.292650699
5860,14343,6.585626242,6.585626242
5861,50556,6.153413856,6.153413856
5862,2279,5.591854597,5.591854597
5863,10357,5.501180385,5.501180385
5864,258,7.014743673,7.014743673
5865,15686,3.862594545,3.862594545
5866,32393,6.041378671,6.041378671
5867,43790,5.836040761,5.836040761
5868,54134,4.292650699,4.292650699
5869,15003,5.405415974,5.405415974
5870,25719,5.584137011,5.584137011
5871,23577,5.722768363,5.722768363
5872,2067,6.05244065,6.05244065
5873,62393,4.723016822,4.723016822
5874,21857,6.33987127,6.33987127
5875,90502,5.949314884,5.949314884
5876,5214,5.351362178,5.351362178
5877,7972,6.631892315,6.631892315
5878,86976,6.677628888,6.677628888
5879,39862,5.292153929,5.292153929
5880,34078,5.226703564,5.226703564
5881,42093,3.975670565,3.975670565
5882,26998,6.212630577,6.212630577
5883,60736,7.229326374,7.229326374
5884,16939,4.723016822,4.723016822
5885,80290,5.45514134,5.45514134
5886,19246,6.292054527,6.292054527
5887,6538,4.723016822,4.723016822
5888,78574,5.292153929,5.292153929
5889,76336,6.405333138,6.405333138
5890,78880,4.753317069,4.753317069
5891,4081,5.722768363,5.722768363
5892,72935,6.722718659,6.722718659
5893,35876,5.657311097,5.657311097
5894,78554,5.722768363,5.722768363
5895,33287,5.722768363,5.722768363
5896,45638,6.192540403,6.192540403
5897,69671,4.292650699,4.292650699
5898,29980,6.014774739,6.014774739
5899,31823,5.781982259,5.781982259
5900,78895,5.584137011,5.584137011
5901,40854,6.518612438,6.518612438
5902,17887,4.622092928,4.622092928
5903,42760,4.292650699,4.292650699
5904,6381,5.722768363,5.722768363
5905,46718,5.153538105,5.153538105
5906,85672,5.97467729,5.97467729
5907,40025,4.622092928,4.622092928
5908,62812,4.292650699,4.292650699
5909,23339,6.405333138,6.405333138
5910,15909,6.266691431,6.266691431
5911,57680,6.266691431,6.266691431
5912,19424,5.722768363,5.722768363
5913,68004,5.153538105,5.153538105
5914,13507,5.153538105,5.153538105
5915,68152,5.153538105,5.153538105
5916,9392,5.153538105,5.153538105
5917,87122,5.292153929,5.292153929
5918,60127,5.856412553,5.856412553
5919,39789,6.781937074,6.781937074
5920,66639,5.931812567,5.931812567
5921,89552,5.292153929,5.292153929
5922,24144,4.8616016,4.8616016
5923,57520,4.292650699,4.292650699
5924,41877,6.153413856,6.153413856
5925,75684,3.862594545,3.862594545
5926,19676,6.584074882,6.584074882
5927,15763,4.974842946,4.974842946
5928,45915,5.781982259,5.781982259
5929,47923,5.292153929,5.292153929
5930,16782,5.722768363,5.722768363
5931,53425,4.584447562,4.584447562
5932,11534,6.316422771,6.316422771
5933,10461,4.8616016,4.8616016
5934,12492,4.292650699,4.292650699
5935,6373,4.292650699,4.292650699
5936,86644,6.316422771,6.316422771
5937,49613,6.405333138,6.405333138
5938,11784,4.974842946,4.974842946
5939,33951,5.722768363,5.722768363
5940,26970,6.212630577,6.212630577
5941,27050,4.723016822,4.723016822
5942,48550,6.781937074,6.781937074
5943,24360,4.974842946,4.974842946
5944,83616,5.781982259,5.781982259
5945,16736,6.003014847,6.003014847
5946,30595,4.723016822,4.723016822
5947,55400,6.014774739,6.014774739
5948,61281,5.292153929,5.292153929
5949,30285,4.723016822,4.723016822
5950,63805,6.486743031,6.486743031
5951,39863,4.292650699,4.292650699
5952,63033,5.405415974,5.405415974
5953,49773,5.292153929,5.292153929
5954,45766,5.405415974,5.405415974
5955,74633,6.33987127,6.33987127
5956,22720,4.974842946,4.974842946
5957,12648,6.584074882,6.584074882
5958,16460,5.240356826,5.240356826
5959,2813,4.292650699,4.292650699
5960,83666,5.153538105,5.153538105
5961,87985,5.722768363,5.722768363
5962,23166,5.722768363,5.722768363
5963,10106,5.885770109,5.885770109
5964,86216,6.501109382,6.501109382
5965,83783,5.931812567,5.931812567
5966,19987,6.790909413,6.790909413
5967,55813,4.8616016,4.8616016
5968,81011,4.974842946,4.974842946
5969,82793,5.492241446,5.492241446
5970,26264,5.501180385,5.501180385
5971,41164,3.862594545,3.862594545
5972,86728,5.473968259,5.473968259
5973,14580,4.723016822,4.723016822
5974,61902,6.392780912,6.392780912
5975,12140,6.316422771,6.316422771
5976,60997,5.722768363,5.722768363
5977,55050,6.014774739,6.014774739
5978,40408,6.725198992,6.725198992
5979,6577,6.518612438,6.518612438
5980,16877,6.390663998,6.390663998
5981,32676,5.435726077,5.435726077
5982,32703,3.862594545,3.862594545
5983,39075,6.405333138,6.405333138
5984,7009,6.445431881,6.445431881
5985,74515,4.292650699,4.292650699
5986,17770,6.405333138,6.405333138
5987,24169,6.153413856,6.153413856
5988,44780,4.974842946,4.974842946
5989,41694,5.722768363,5.722768363
5990,78747,5.753080438,5.753080438
5991,2663,5.722768363,5.722768363
5992,51842,6.232091451,6.232091451
5993,62960,5.584137011,5.584137011
5994,69685,7.019386239,7.019386239
5995,42672,5.183845743,5.183845743
5996,75844,5.722768363,5.722768363
5997,44409,5.781982259,5.781982259
5998,28246,6.464550799,6.464550799
5999,89538,5.473968259,5.473968259
6000,56544,5.425786096,5.425786096
6001,51954,5.405415974,5.405415974
6002,77642,6.405333138,6.405333138
6003,56309,4.292650699,4.292650699
6004,9327,5.45514134,5.45514134
6005,60857,6.240248782,6.240248782
6006,79492,4.544373396,4.544373396
6007,74580,6.584074882,6.584074882
6008,82783,5.836040761,5.836040761
6009,42328,6.153413856,6.153413856
6010,59852,6.735022479,6.735022479
6011,25796,4.974842946,4.974842946
6012,61569,4.809815297,4.809815297
6013,37811,6.304358104,6.304358104
6014,394,6.292054527,6.292054527
6015,69970,4.544373396,4.544373396
6016,62805,6.518612438,6.518612438
6017,58045,4.8616016,4.8616016
6018,5243,5.304455557,5.304455557
6019,76285,5.45514134,5.45514134
6020,16094,6.212630577,6.212630577
6021,73603,4.292650699,4.292650699
6022,646,5.153538105,5.153538105
6023,49384,5.54404215,5.54404215
6024,27752,6.215448299,6.215448299
6025,20985,4.584447562,4.584447562
6026,7010,5.405415974,5.405415974
6027,63695,6.384269633,6.384269633
